Station Number,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
W-058,W-058 BACT_08262014,8/26/2014,--,--,,
W-058,W-058 BACT_09222014,9/22/2014,--,--,,
W-058,2015-058,6/30/2015,--,--,,
W-058,DN-2015-058,6/30/2015,B,Yes,View,B
W-058,WA-058-2015E (1473),6/30/2015,--,--,,
W-058,WA-058-2015Y (1472),6/30/2015,--,--,,
W-059,2001-059,6/27/2001,--,--,View,
W-059,DN-2001-059,6/27/2001,B,Yes,View,A
W-060,2002-060,6/13/2002,--,--,Report,
W-060,DN-2002-060,6/13/2002,B,Indeterminate,View,I
W-060,WA-060-2002E (1227),6/13/2002,--,--,,
W-060,WA-060-2002Y (374),6/13/2002,--,--,,
W-061,2002-061,6/14/2002,--,--,Report,
W-061,DN-2002-061,6/14/2002,B,Yes,View,B
W-061,WA-061-2002E (1228),6/14/2002,--,--,,
W-061,WA-061-2002Y (375),6/14/2002,--,--,,
W-062,2002-062,6/14/2002,--,--,Report,
W-062,DN-2002-062,6/14/2002,B,Yes,View,A
W-062,WA-062-2002E (1229),6/14/2002,--,--,,
W-062,WA-062-2002Y (376),6/14/2002,--,--,,
W-062,2007-062,6/13/2007,--,--,,
W-062,DN-2007-062,6/13/2007,B,No,View,C
W-062,WA-062-2007E (624),6/13/2007,--,--,,
W-062,WA-062-2007Y (625),6/13/2007,--,--,,
W-063,2002-063,6/17/2002,--,--,Report,
W-063,DN-2002-063,6/17/2002,B,Yes,View,A
W-063,WA-063-2002E (1230),6/17/2002,--,--,,
W-063,WA-063-2002Y (377),6/17/2002,--,--,,
W-064,2002-064,6/17/2002,--,--,Report,
W-064,DN-2002-064,6/17/2002,B,Yes,View,A
W-064,WA-064-2002E (1231),6/17/2002,--,--,,
W-064,WA-064-2002Y (378),6/17/2002,--,--,,
W-065,2002-065,6/17/2002,--,--,Report,
W-065,DN-2002-065,6/17/2002,B,Yes,View,A
W-065,WA-065-2002E (1232),6/17/2002,--,--,,
W-065,WA-065-2002Y (379),6/17/2002,--,--,,
W-065,2007-065,6/21/2007,--,--,,
W-065,DN-2007-065,6/21/2007,B,Yes,View,B
W-065,WA-065-2007E (626),6/21/2007,--,--,,
W-065,WA-065-2007Y (627),6/21/2007,--,--,,
W-065,2012-065,6/14/2012,--,--,,
W-065,DN-2012-065,6/14/2012,B,No,View,C
W-065,WA-065-2012E (1174),6/14/2012,--,--,,
W-065,WA-065-2012YX (1173),6/14/2012,--,--,,
W-065,2017-065,6/26/2017,--,--,,
W-065,DN-2017-065,6/26/2017,--,--,,
W-065,WA-065-2017E (1716),6/26/2017,--,--,,
W-065,WA-065-2017Y (1654),6/26/2017,--,--,,
W-066,2002-066,6/18/2002,--,--,Report,
W-066,DN-2002-066,6/18/2002,B,Yes,View,A
W-066,WA-066-2002E (1233),6/18/2002,--,--,,
W-066,WA-066-2002Y (380),6/18/2002,--,--,,
W-066,2007-066,6/19/2007,--,--,,
W-066,DN-2007-066,6/19/2007,B,Yes,View,A
W-066,WA-066-2007E (628),6/19/2007,--,--,,
W-066,WA-066-2007Y (630),6/19/2007,--,--,,
W-066,2012-066,7/5/2012,--,--,,
W-066,DN-2012-066,7/5/2012,B,Yes,View,A
W-066,WA-066-2012E (1176),7/5/2012,--,--,,
W-066,WA-066-2012YX (1175),7/5/2012,--,--,,
W-067,2002-067,6/18/2002,--,--,Report,
W-067,DN-2002-067,6/18/2002,B,Yes,,A
W-067,WA-067-2002E (1234),6/18/2002,--,--,,
W-067,WA-067-2002Y (381),6/18/2002,--,--,,
W-067,2017-067,6/27/2017,--,--,,
W-067,DN-2017-067,6/27/2017,--,--,,
W-067,WA-067-2017E (1723),6/27/2017,--,--,,
W-067,WA-067-2017Y (1656),6/27/2017,--,--,,
W-068,2002-068,6/19/2002,--,--,Report,
W-068,DN-2002-068,6/19/2002,GPA,No,View,A
W-068,WA-068-2002E (1235),6/19/2002,--,--,,
W-068,WA-068-2002Y (382),6/19/2002,--,--,,
W-068,2007-068,6/25/2007,--,--,,
W-068,DN-2007-068,6/25/2007,GPA,No,View,A
W-068,WA-068-2007E (632),6/25/2007,--,--,,
W-068,WA-068-2007Y (633),6/25/2007,--,--,,
W-068,2012-068,6/12/2012,--,--,,
W-068,DN-2012-068,6/12/2012,GPA,No,View,A
W-068,WA-068-2012E (1178),6/12/2012,--,--,,
W-068,WA-068-2012YX (1177),6/12/2012,--,--,,
W-069,2002-069,6/19/2002,--,--,Report,
W-069,DN-2002-069,6/19/2002,GPA,No,View,A
W-069,WA-069-2002E (1236),6/19/2002,--,--,,
W-069,WA-069-2002Y (383),6/19/2002,--,--,,
W-069,2017-069,6/19/2017,--,--,,
W-069,WA-069-2017E (1724),6/19/2017,--,--,,
W-069,WA-069-2017Y (1658),6/19/2017,--,--,,
W-070,2002-070,6/20/2002,--,--,Report,
W-070,DN-2002-070,6/20/2002,GPA,No,View,A
W-070,WA-070-2002E (1237),6/20/2002,--,--,,
W-070,WA-070-2002Y (384),6/20/2002,--,--,,
W-070,2007-070,6/18/2007,--,--,,
W-070,DN-2007-070,6/18/2007,GPA,No,View,A
W-070,WA-070-2007E (634),6/18/2007,--,--,,
W-070,WA-070-2007Y (635),6/18/2007,--,--,,
W-070,2016-070,6/8/2016,--,--,,
W-070,DN-2016-070,6/8/2016,GPA,No,View,NA
W-070,WA-070-2016E (1568),6/8/2016,--,--,,
W-070,WA-070-2016Y (1567),6/8/2016,--,--,,
W-070,2017-070,6/5/2017,--,--,,
W-070,DN-2017-070,6/5/2017,--,--,,
W-070,WA-070-2017E (1661),6/5/2017,--,--,,
W-070,WA-070-2017Y (1660),6/5/2017,--,--,,
W-071,2002-071,6/20/2002,--,--,Report,
W-071,DN-2002-071,6/20/2002,B,Yes,View,A
W-071,WA-071-2002E (1238),6/20/2002,--,--,,
W-071,WA-071-2002Y (385),6/20/2002,--,--,,
W-071,2007-071,6/18/2007,--,--,,
W-071,DN-2007-071,6/18/2007,B,Yes,View,B
W-071,WA-071-2007E (636),6/18/2007,--,--,,
W-071,WA-071-2007Y (637),6/18/2007,--,--,,
W-071,2012-071,6/21/2012,--,--,,
W-071,DN-2012-071,6/21/2012,B,Yes,View,B
W-071,WA-071-2012E (1182),6/21/2012,--,--,,
W-071,WA-071-2012YX (1181),6/21/2012,--,--,,
W-072,2002-072,6/20/2002,--,--,Report,
W-072,DN-2002-072,6/20/2002,B,Yes,View,A
W-072,WA-072-2002E (1239),6/20/2002,--,--,,
W-072,WA-072-2002Y (386),6/20/2002,--,--,,
W-072,2007-072,6/26/2007,--,--,,
W-072,DN-2007-072,6/26/2007,B,No,View,C
W-072,WA-072-2007E (638),6/26/2007,--,--,,
W-072,WA-072-2007Y (640),6/26/2007,--,--,,
W-073,2002-073,6/24/2002,--,--,Report,
W-073,DN-2002-073,6/24/2002,A,Yes,View,A
W-073,WA-073-2002E (1240),6/24/2002,--,--,,
W-073,WA-073-2002Y (387),6/24/2002,--,--,,
W-074,2002-074,6/24/2002,--,--,Report,
W-074,DN-2002-074,6/24/2002,A,No,View,C
W-074,WA-074-2002E (1241),6/24/2002,--,--,,
W-074,WA-074-2002Y (388),6/24/2002,--,--,,
W-075,2002-075,6/25/2002,--,--,Report,
W-075,DN-2002-075,6/25/2002,GPA,No,View,C
W-075,WA-075-2002E (1242),6/25/2002,--,--,,
W-075,WA-075-2002Y (389),6/25/2002,--,--,,
W-076,2002-076,6/25/2002,--,--,Report,
W-076,DN-2002-076,6/25/2002,GPA,No,View,A
W-076,WA-076-2002E (1243),6/25/2002,--,--,,
W-076,WA-076-2002Y (390),6/25/2002,--,--,,
W-076,2004-076,6/14/2004,--,--,,
W-076,DN-2004-076,6/14/2004,GPA,No,View,A
W-076,WA-076-2004E (318),6/14/2004,--,--,,
W-076,WA-076-2004Y (335),6/14/2004,--,--,,
W-076,2017-076,6/15/2017,--,--,,
W-076,WA-076-2017E (1663),6/15/2017,--,--,,
W-076,WA-076-2017Y (1662),6/15/2017,--,--,,
W-077,2002-077,6/26/2002,--,--,Report,
W-077,DN-2002-077,6/26/2002,B,Yes,View,A
W-077,WA-077-2002E (1244),6/26/2002,--,--,,
W-077,WA-077-2002Y (436),6/26/2002,--,--,,
W-077,2017-077,6/22/2017,--,--,,
W-077,DN-2017-077,6/22/2017,--,--,,
W-077,WA-077-2017E (1725),6/22/2017,--,--,,
W-077,WA-077-2017Y (1664),6/22/2017,--,--,,
W-078,2002-078,6/26/2002,--,--,Report,
W-078,DN-2002-078,6/26/2002,B,No,View,C
W-078,WA-078-2002E (1245),6/26/2002,--,--,,
W-078,WA-078-2002Y (437),6/26/2002,--,--,,
W-079,2002-079,6/27/2002,--,--,Report,
W-079,DN-2002-079,6/27/2002,GPA,No,View,C
W-079,WA-079-2002E (1246),6/26/2002,--,--,,
W-079,WA-079-2002Y (438),6/27/2002,--,--,,
W-079,2012-079,6/27/2012,--,--,,
W-079,DN-2012-079,6/27/2012,GPA,No,View,B
W-079,WA-079-2012E (1184),6/27/2012,--,--,,
W-079,WA-079-2012YX (1183),6/27/2012,--,--,,
W-079,2017-079,6/28/2017,--,--,,
W-079,WA-079-2017E (1667),6/28/2017,--,--,,
W-079,WA-079-2017Y (1666),6/28/2017,--,--,,
W-080,2002-080,6/27/2002,--,--,Report,
W-080,DN-2002-080,6/27/2002,C,Yes,View,C
W-080,WA-080-2002E (1247),6/27/2002,--,--,,
W-080,WA-080-2002Y (439),6/27/2002,--,--,,
W-080,2012-080,6/27/2012,--,--,,
W-080,DN-2012-080,6/27/2012,C,Yes,View,C
W-080,WA-080-2012E (1186),6/27/2012,--,--,,
W-080,WA-080-2012YX (1185),6/27/2012,--,--,,
W-081,2002-081,6/28/2002,--,--,Report,
W-081,DN-2002-081,6/28/2002,B,Yes,View,B
W-081,WA-081-2002E (1248),6/28/2002,--,--,,
W-081,WA-081-2002Y (440),6/28/2002,--,--,,
W-081,2012-081,6/20/2012,--,--,,
W-081,DN-2012-081,6/20/2012,B,No,View,C
W-081,WA-081-2012E (1188),6/20/2012,--,--,,
W-081,WA-081-2012YX (1187),6/20/2012,--,--,,
W-081,2017-081,6/7/2017,--,--,,
W-081,WA-081-2017E (1669),6/7/2017,--,--,,
W-081,WA-081-2017Y (1668),6/7/2017,--,--,,
W-082,2002-082,6/28/2002,--,--,Report,
W-082,DN-2002-082,6/28/2002,GPA,No,View,C
W-082,WA-082-2002E (1249),6/28/2002,--,--,,
W-082,WA-082-2002Y (441),6/28/2002,--,--,,
W-082,2012-082,6/18/2012,--,--,,
W-082,DN-2012-082,6/18/2012,GPA,No,View,C
W-082,WA-082-2012E (1190),6/18/2012,--,--,,
W-082,WA-082-2012YX (1189),6/18/2012,--,--,,
W-083,2002-083,7/1/2002,--,--,Report,
W-083,DN-2002-083,7/1/2002,A,Yes,View,A
W-083,WA-083-2002E (1250),7/1/2002,--,--,,
W-083,WA-083-2002Y (442),7/1/2002,--,--,,
W-084,2002-084,7/1/2002,--,--,Report,
W-084,DN-2002-084,7/1/2002,GPA,No,View,NA
W-084,WA-084-2002E (1251),7/1/2002,--,--,,
W-084,WA-084-2002Y (443),7/1/2002,--,--,,
W-084,2012-084,6/19/2012,--,--,,
W-084,DN-2012-084,6/19/2012,GPA,No,View,B
W-084,WA-084-2012E (1192),6/19/2012,--,--,,
W-084,WA-084-2012YX (1191),6/19/2012,--,--,,
W-084,2017-084,6/6/2017,--,--,,
W-084,WA-084-2017E (1671),6/6/2017,--,--,,
W-084,WA-084-2017Y (1670),6/6/2017,--,--,,
W-085,2002-085,7/1/2002,--,--,Report,
W-085,DN-2002-085,7/1/2002,GPA,No,View,B
W-085,WA-085-2002E (1252),7/1/2002,--,--,,
W-085,WA-085-2002Y (444),7/1/2002,--,--,,
W-086,2002-086,7/2/2002,--,--,Report,
W-086,DN-2002-086,7/2/2002,A,Indeterminate,View,I
W-086,WA-086-2002E (1253),7/2/2002,--,--,,
W-086,WA-086-2002Y (445),7/2/2002,--,--,,
W-087,2002-087,7/2/2002,--,--,Report,
W-087,DN-2002-087,7/2/2002,A,Indeterminate,View,I
W-087,WA-087-2002E (1254),7/2/2002,--,--,,
W-087,WA-087-2002Y (446),7/2/2002,--,--,,
W-087,2017-087,7/5/2017,--,--,,
W-087,WA-087-2017E (1673),7/5/2017,--,--,,
W-087,WA-087-2017Y (1672),7/5/2017,--,--,,
W-088,2002-088,7/3/2002,--,--,Report,
W-088,DN-2002-088,7/3/2002,GPA,No,View,A
W-088,WA-088-2002E (1255),7/3/2002,--,--,,
W-088,WA-088-2002Y (447),7/3/2002,--,--,,
W-088,2007-088,6/19/2007,--,--,,
W-088,DN-2007-088,6/19/2007,GPA,No,View,B
W-088,WA-088-2007E (642),6/19/2007,--,--,,
W-088,WA-088-2007Y (643),6/19/2007,--,--,,
W-088,2012-088,6/28/2012,--,--,,
W-088,DN-2012-088,6/28/2012,GPA,No,View,C
W-088,WA-088-2012E (1194),6/28/2012,--,--,,
W-088,WA-088-2012YX (1193),6/28/2012,--,--,,
W-088,2017-088,6/21/2017,--,--,,
W-088,WA-088-2017E (1718),6/21/2017,--,--,,
W-088,WA-088-2017Y (1674),6/21/2017,--,--,,
W-089,2003-089,6/10/2003,--,--,Report,
W-089,DN-2003-089,6/10/2003,GPA,No,View,A
W-089,WA-089-2003E (1256),6/10/2003,--,--,,
W-089,WA-089-2003Y (449),6/10/2003,--,--,,
W-090,2003-090,6/10/2003,--,--,Report,
W-090,DN-2003-090,6/10/2003,GPA,No,View,B
W-090,WA-090-2003E (1257),6/10/2003,--,--,,
W-090,WA-090-2003Y (450),6/10/2003,--,--,,
W-090,2012-090,7/3/2012,--,--,,
W-090,DN-2012-090,7/3/2012,GPA,No,View,A
W-090,WA-090-2012E (1196),7/3/2012,--,--,,
W-090,WA-090-2012YX (1195),7/3/2012,--,--,,
W-091,2003-091,6/11/2003,--,--,Report,
W-091,DN-2003-091,6/11/2003,B,Yes,View,B
W-091,WA-091-2003E (1258),6/11/2003,--,--,,
W-091,WA-091-2003Y (451),6/11/2003,--,--,,
W-091,2018-091,6/13/2018,--,--,,
W-091,WA-091-2018E (1776),6/13/2018,--,--,,
W-092,2003-092,6/11/2003,--,--,Report,
W-092,DN-2003-092,6/11/2003,GPA,No,View,A
W-092,WA-092-2003E (1259),6/11/2003,--,--,,
W-092,WA-092-2003Y (452),6/11/2003,--,--,,
W-092,2018-092,6/13/2018,--,--,,
W-092,WA-092-2018E (1777),6/13/2018,--,--,,
W-093,2003-093,6/12/2003,--,--,Report,
W-093,DN-2003-093,6/12/2003,B,Indeterminate,View,I
W-093,WA-093-2003E (1260),6/12/2003,--,--,,
W-093,WA-093-2003Y (453),6/12/2003,--,--,,
W-094,2003-094,6/16/2003,--,--,Report,
W-094,DN-2003-094,6/16/2003,B,Indeterminate,View,I
W-094,WA-094-2003E (1261),6/16/2003,--,--,,
W-094,WA-094-2003Y (454),6/16/2003,--,--,,
W-095,2003-095,6/16/2003,--,--,Report,
W-095,DN-2003-095,6/16/2003,B,Yes,View,A
W-095,WA-095-2003E (353),6/16/2003,--,--,,
W-095,WA-095-2003ED (354),6/16/2003,--,--,,
W-095,WA-095-2003Y (455),6/16/2003,--,--,,
W-095,2018-095,6/26/2018,--,--,,
W-095,WA-095-2018E (1778),6/26/2018,--,--,,
W-096,2003-096,6/17/2003,--,--,Report,
W-096,DN-2003-096,6/17/2003,A,Yes,View,A
W-096,WA-096-2003E (355),6/17/2003,--,--,,
W-096,WA-096-2003Y (456),6/17/2003,--,--,,
W-096,2018-096,6/29/2018,--,--,,
W-096,WA-096-2018E (1779),6/29/2018,--,--,,
W-097,2003-097,6/18/2003,--,--,Report,
W-097,DN-2003-097,6/18/2003,B,Indeterminate,View,I
W-097,WA-097-2003E (356),6/18/2003,--,--,,
W-097,WA-097-2003Y (457),6/18/2003,--,--,,
W-097,2013-097,6/12/2013,--,--,,
W-097,DN-2013-097,6/12/2013,B,Yes,,B
W-097,WA-097-2013E (1267),6/12/2013,--,--,,
W-097,WA-097-2013Y (1266),6/12/2013,--,--,,
W-098,2003-098,6/18/2003,--,--,Report,
W-098,DN-2003-098,6/18/2003,GPA,Indeterminate,View,I
W-098,WA-098-2003E (357),6/18/2003,--,--,,
W-098,WA-098-2003Y (458),6/18/2003,--,--,,
W-098,2013-098,6/20/2013,--,--,,
W-098,DN-2013-098,6/20/2013,GPA,No,View,B
W-098,WA-098-2013E (1269),6/20/2013,--,--,,
W-098,WA-098-2013Y (1268),6/20/2013,--,--,,
W-099,2003-099,6/23/2003,--,--,Report,
W-099,DN-2003-099,6/23/2003,GPA,No,View,B
W-099,WA-099-2003E (358),6/23/2003,--,--,,
W-099,WA-099-2003Y (459),6/23/2003,--,--,,
W-099,2013-099,6/18/2013,--,--,,
W-099,DN-2013-099,6/18/2013,GPA,No,View,B
W-099,WA-099-2013E (1271),6/18/2013,--,--,,
W-099,WA-099-2013Y (1270),6/18/2013,--,--,,
W-100,2003-100,6/23/2003,--,--,Report,
W-100,DN-2003-100,6/23/2003,B,Yes,View,A
W-100,WA-100-2003E (359),6/23/2003,--,--,,
W-100,WA-100-2003Y (460),6/23/2003,--,--,,
W-101,2003-101,6/24/2003,--,--,Report,
W-101,DN-2003-101,6/24/2003,B,Yes,View,B
W-101,WA-101-2003E (360),6/24/2003,--,--,,
W-101,WA-101-2003Y (461),6/24/2003,--,--,,
W-101,2013-101,6/25/2013,--,--,,
W-101,DN-2013-101,6/25/2013,B,No,View,C
W-101,WA-101-2013E (1273),6/25/2013,--,--,,
W-101,WA-101-2013Y (1272),6/25/2013,--,--,,
W-101,2018-101,6/21/2018,--,--,,
W-101,WA-101-2018E (1780),6/21/2018,--,--,,
W-102,2003-102,6/24/2003,--,--,Report,
W-102,DN-2003-102,6/24/2003,B,No,View,NA
W-102,WA-102-2003E (361),6/24/2003,--,--,,
W-102,WA-102-2003Y (462),6/24/2003,--,--,,
W-102,2013-102,6/25/2013,--,--,,
W-102,DN-2013-102,6/25/2013,B,No,View,C
W-102,WA-102-2013Y (1274),6/25/2013,--,--,,
W-102,2018-102,6/11/2018,--,--,,
W-102,WA-102-2018E (1781),6/11/2018,--,--,,
W-103,2003-103,6/25/2003,--,--,Report,
W-103,DN-2003-103,6/25/2003,B,No,View,C
W-103,WA-103-2003E (362),6/25/2003,--,--,,
W-103,WA-103-2003Y (463),6/25/2003,--,--,,
W-103,2013-103,6/17/2013,--,--,,
W-103,DN-2013-103,6/17/2013,B,No,View,NA
W-103,WA-103-2013E (1276),6/17/2013,--,--,,
W-103,WA-103-2013Y (1275),6/17/2013,--,--,,
W-103,2018-103,6/14/2018,--,--,,
W-103,WA-103-2018E (1782),6/14/2018,--,--,,
W-104,2003-104,6/25/2003,--,--,Report,
W-104,DN-2003-104,6/25/2003,B,No,View,C
W-104,WA-104-2003E (363),6/25/2003,--,--,,
W-104,WA-104-2003Y (464),6/25/2003,--,--,,
W-104,2013-104,6/17/2013,--,--,,
W-104,DN-2013-104,6/17/2013,B,No,View,C
W-104,WA-104-2013E (1278),6/17/2013,--,--,,
W-104,WA-104-2013Y (1277),6/17/2013,--,--,,
W-104,2018-104,6/14/2018,--,--,,
W-104,WA-104-2018E (1783),6/14/2018,--,--,,
W-105,2003-105,6/26/2003,--,--,Report,
W-105,DN-2003-105,6/26/2003,B,No,View,C
W-105,WA-105-2003E (365),6/26/2003,--,--,,
W-105,WA-105-2003Y (465),6/26/2003,--,--,,
W-105,2011-105,6/29/2011,--,--,,
W-105,DN-2011-105,6/29/2011,B,No,View,C
W-105,WA-105-2011E (1092),6/29/2011,--,--,,
W-105,WA-105-2011Y (1091),6/29/2011,--,--,,
W-105,2016-105,6/14/2016,--,--,,
W-105,DN-2016-105,6/14/2016,B,Yes,View,B
W-105,WA-105-2016E (1570),6/14/2016,--,--,,
W-105,WA-105-2016Y (1569),6/14/2016,--,--,,
W-106,2003-106,6/26/2003,--,--,Report,
W-106,DN-2003-106,6/26/2003,B,No,View,C
W-106,WA-106-2003E (366),6/26/2003,--,--,,
W-106,WA-106-2003Y (466),6/26/2003,--,--,,
W-107,2003-107,6/30/2003,--,--,Report,
W-107,DN-2003-107,6/30/2003,A,Indeterminate,View,I
W-107,WA-107-2003E (367),6/30/2003,--,--,,
W-107,WA-107-2003Y (467),6/30/2003,--,--,,
W-108,2003-108,6/30/2003,--,--,Report,
W-108,DN-2003-108,6/30/2003,A,Indeterminate,View,I
W-108,WA-108-2003E (368),6/30/2003,--,--,,
W-108,WA-108-2003Y (468),6/30/2003,--,--,,
W-108,2013-108,6/24/2013,--,--,,
W-108,DN-2013-108,6/24/2013,A,Yes,View,A
W-108,WA-108-2013E (1280),6/24/2013,--,--,,
W-108,WA-108-2013Y (1279),6/24/2013,--,--,,
W-109,2003-109,7/1/2003,--,--,Report,
W-109,DN-2003-109,7/1/2003,B,Yes,View,A
W-109,WA-109-2003E (369),7/1/2003,--,--,,
W-109,WA-109-2003Y (469),7/1/2003,--,--,,
W-109,2008-109,6/26/2008,--,--,,
W-109,DN-2008-109,6/26/2008,B,Yes,View,A
W-109,WA-109-2008E (777),6/26/2008,--,--,,
W-109,WA-109-2008Y (776),6/26/2008,--,--,,
W-109,2018-109,6/19/2018,--,--,,
W-109,WA-109-2018E (1784),6/19/2018,--,--,,
W-110,2003-110,7/1/2003,--,--,Report,
W-110,DN-2003-110,7/1/2003,B,No,View,C
W-110,WA-110-2003E (370),7/1/2003,--,--,,
W-110,WA-110-2003Y (470),7/1/2003,--,--,,
W-110,2013-110,6/26/2013,--,--,,
W-110,DN-2013-110,6/26/2013,A,Yes,View,A
W-110,WA-110-2013E (1282),6/26/2013,--,--,,
W-110,WA-110-2013Y (1281),6/26/2013,--,--,,
W-110,2018-110,6/18/2018,--,--,,
W-110,WA-110-2018E (1785),6/18/2018,--,--,,
W-111,2003-111,7/2/2003,--,--,Report,
W-111,DN-2003-111,7/2/2003,AA,Indeterminate,View,I
W-111,WA-111-2003E (372),7/2/2003,--,--,,
W-111,WA-111-2003Y (471),7/2/2003,--,--,,
W-111,2013-111,6/27/2013,--,--,,
W-111,DN-2013-111,6/27/2013,AA,No,View,C
W-111,WA-111-2013E (1284),6/27/2013,--,--,,
W-111,WA-111-2013Y (1283),6/27/2013,--,--,,
W-112,2003-112,7/2/2003,--,--,Report,
W-112,DN-2003-112,7/2/2003,AA,Indeterminate,View,I
W-112,WA-112-2003E (373),7/2/2003,--,--,,
W-112,WA-112-2003Y (472),7/2/2003,--,--,,
W-112,2013-112,6/27/2013,--,--,,
W-112,DN-2013-112,6/27/2013,AA,Indeterminate,View,I
W-112,WA-112-2013E (1286),6/27/2013,--,--,,
W-112,WA-112-2013Y (1285),6/27/2013,--,--,,
W-113,2004-113,6/15/2004,--,--,Report,
W-113,DN-2004-113,6/15/2004,B,Yes,View,B
W-113,WA-113-2004E (319),6/15/2004,--,--,,
W-113,WA-113-2004Y (336),6/15/2004,--,--,,
W-113,2014-113,6/23/2014,--,--,,
W-113,DN-2014-113,6/23/2014,B,Yes,View,A
W-113,WA-113-2014E (1421),6/23/2014,--,--,,
W-113,WA-113-2014Y (1420),6/23/2014,--,--,,
W-114,2004-114,6/16/2004,--,--,Report,
W-114,DN-2004-114,6/16/2004,GPA,No,View,A
W-114,WA-114-2004E (321),6/16/2004,--,--,,
W-114,WA-114-2004Y (338),6/16/2004,--,--,,
W-115,2004-115,6/16/2004,--,--,Report,
W-115,DN-2004-115,6/16/2004,GPA,No,View,C
W-115,WA-115-2004E (322),6/16/2004,--,--,,
W-115,WA-115-2004Y (339),6/16/2004,--,--,,
W-115,2009-115,6/30/2009,--,--,,
W-115,DN-2009-115,6/30/2009,GPA,Indeterminate,View,I
W-115,WA-115-2009E (841),6/30/2009,--,--,,
W-115,WA-115-2009Y (840),6/30/2009,--,--,,
W-115,2014-115,6/30/2014,--,--,,
W-115,DN-2014-115,6/30/2014,GPA,No,View,C
W-115,WA-115-2014E (1423),6/30/2014,--,--,,
W-115,WA-115-2014Y (1422),6/30/2014,--,--,,
W-116,2004-116,6/17/2004,--,--,Report,
W-116,DN-2004-116,6/17/2004,GPA,Indeterminate,View,I
W-116,WA-116-2004E (323),6/17/2004,--,--,,
W-116,WA-116-2004Y (340),6/17/2004,--,--,,
W-117,2004-117,6/21/2004,--,--,Report,
W-117,DN-2004-117,6/21/2004,GPA,No,View,A
W-117,WA-117-2004E (324),6/21/2004,--,--,,
W-117,WA-117-2004Y (341),6/21/2004,--,--,,
W-117,2009-117,7/1/2009,--,--,,
W-117,DN-2009-117,7/1/2009,GPA,No,View,B
W-117,WA-117-2009E (843),7/1/2009,--,--,,
W-117,WA-117-2009Y (842),7/1/2009,--,--,,
W-117,2014-117,6/23/2014,--,--,,
W-117,DN-2014-117,6/23/2014,GPA,No,View,A
W-117,WA-117-2014E (1425),6/23/2014,--,--,,
W-117,WA-117-2014Y (1424),6/23/2014,--,--,,
W-118,2004-118,6/21/2004,--,--,Report,
W-118,DN-2004-118,6/21/2004,GPA,No,View,A
W-118,WA-118-2004E (325),6/21/2004,--,--,,
W-118,WA-118-2004Y (342),6/21/2004,--,--,,
W-119,2004-119,6/22/2004,--,--,Report,
W-119,DN-2004-119,6/22/2004,A,No,View,B
W-119,WA-119-2004E (326),6/22/2004,--,--,,
W-119,WA-119-2004Y (343),6/22/2004,--,--,,
W-119,2014-119,7/1/2014,--,--,,
W-119,DN-2014-119,7/1/2014,A,Yes,View,A
W-119,WA-119-2014E (1427),7/1/2014,--,--,,
W-119,WA-119-2014Y (1426),7/1/2014,--,--,,
W-120,2004-120,6/22/2004,--,--,Report,
W-120,DN-2004-120,6/22/2004,GPA,No,View,A
W-120,WA-120-2004E (327),6/22/2004,--,--,,
W-120,WA-120-2004Y (344),6/22/2004,--,--,,
W-121,2004-121,6/23/2004,--,--,Report,
W-121,DN-2004-121,6/23/2004,B,No,View,C
W-121,WA-121-2004E (328),6/23/2004,--,--,,
W-121,WA-121-2004Y (345),6/23/2004,--,--,,
W-122,2004-122,6/23/2004,--,--,Report,
W-122,DN-2004-122,6/23/2004,B,Yes,View,A
W-122,WA-122-2004E (329),6/23/2004,--,--,,
W-122,WA-122-2004Y (346),6/23/2004,--,--,,
W-123,2004-123,6/24/2004,--,--,Report,
W-123,DN-2004-123,6/24/2004,GPA,No,View,A
W-123,WA-123-2004E (330),6/24/2004,--,--,,
W-123,WA-123-2004Y (348),6/24/2004,--,--,,
W-124,2004-124,6/28/2004,--,--,Report,
W-124,DN-2004-124,6/28/2004,GPA,Indeterminate,View,I
W-124,WA-124-2004E (332),6/28/2004,--,--,,
W-124,WA-124-2004Y (349),6/28/2004,--,--,,
W-125,2004-125,6/29/2004,--,--,Report,
W-125,DN-2004-125,6/29/2004,A,Yes,View,A
W-125,WA-125-2004E (333),6/29/2004,--,--,,
W-125,WA-125-2004Y (350),6/29/2004,--,--,,
W-126,2004-126,6/30/2004,--,--,Report,
W-126,DN-2004-126,6/30/2004,A,Yes,View,A
W-126,WA-126-2004E (334),6/30/2004,--,--,,
W-126,WA-126-2004Y (351),6/30/2004,--,--,,
W-126,2007-126,6/20/2007,--,--,,
W-126,DN-2007-126,6/20/2007,A,Yes,View,A
W-126,WA-126-2007E (644),6/20/2007,--,--,,
W-126,WA-126-2007Y (645),6/20/2007,--,--,,
W-127,2005-127,6/13/2005,--,--,Report,
W-127,DN-2005-127,6/13/2005,C,No,View,NA
W-127,WA-127-2005E (506),6/13/2005,--,--,,
W-127,WA-127-2005Y (505),6/13/2005,--,--,,
W-128,2005-128,6/16/2005,--,--,Report,
W-128,DN-2005-128,6/16/2005,GPA,No,View,C
W-128,WA-128-2005E (508),6/16/2005,--,--,,
W-128,WA-128-2005Y (507),6/16/2005,--,--,,
