Station Number,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-504,SA-504-2016,7/11/2016,--,--,Report,
S-504,SA-504-2016R (1633),7/11/2016,--,--,,
S-504,1042,8/28/2001,A,No,Report,C
S-504,1579,8/21/2006,AA,No,,C
S-504,2060,8/25/2011,AA,No,View,NA
S-504,2506,8/23/2016,AA,Yes,View,A
S-505,SA-505-2001,7/12/2001,--,--,Report,
S-505,SA-505-2001P (74),7/12/2001,--,--,,
S-505,SA-505-2001R (73),7/12/2001,B,No,,C
S-505,SA-505-2005VB,7/27/2005,--,--,,
S-505,SA-505-2005VB2,8/22/2005,--,--,,
S-505,SA-505-2006,6/21/2006,--,--,,
S-505,SA-505-2006R (529),6/21/2006,B,No,,C
S-505,SA-505-2011,6/23/2011,--,--,,
S-505,SA-505-2011R (1060),6/23/2011,B,No,,C
S-505,SA-505-2016,7/20/2016,--,--,,
S-505,SA-505-2016R (1647),7/20/2016,--,--,,
S-505,1043,8/29/2001,B,Yes,Report,A
S-505,2039,8/16/2011,B,Yes,View,A
S-505,2498,8/22/2016,B,Yes,View,B
S-506,1046,8/29/2001,B,Indeterminate,Report,I
S-507,SA-507-2001,7/11/2001,--,--,Report,
S-507,SA-507-2001P (68),7/11/2001,--,--,,
S-507,SA-507-2001R (67),7/11/2001,B,No,,C
S-507,SA-507-2005VB,7/27/2005,--,--,,
S-507,SA-507-2011,7/5/2011,--,--,,
S-507,SA-507-2011R (1073),7/5/2011,B,Yes,,B
S-507,1047,8/30/2001,B,Yes,Report,B
S-508,SA-508-2001,7/10/2001,--,--,Report,
S-508,SA-508-2001P (54),7/10/2001,--,--,,
S-508,SA-508-2001R (53),7/10/2001,B,No,,C
S-508,SA-508-2005VB,7/27/2005,--,--,,
S-508,SA-508-2005VB2,8/22/2005,--,--,,
S-508,SA-508-2011,6/23/2011,--,--,,
S-508,SA-508-2011R (1058),6/23/2011,B,Yes,,A
S-508,1048,8/30/2001,B,Yes,Report,A
S-508,2042,8/16/2011,B,Yes,View,A
S-508,2499,8/22/2016,B,Yes,View,A
S-509,1050,8/30/2001,B,Yes,Report,A
S-510,SA-510-2001,7/10/2001,--,--,Report,
S-510,SA-510-2001P (52),7/10/2001,--,--,,
S-510,SA-510-2001R (51),7/10/2001,B,No,,C
S-510,SA-510-2005VB,7/27/2005,--,--,,
S-510,SA-510-2005VB2,8/22/2005,--,--,,
S-510,SA-510-2006,6/21/2006,--,--,,
S-510,SA-510-2006R (530),6/21/2006,B,No,,C
S-510,SA-510-2011,6/23/2011,--,--,,
S-510,SA-510-2011R (1059),6/23/2011,B,No,,C
S-510,SA-510-2016,7/20/2016,--,--,,
S-510,SA-510-2016R (1646),7/20/2016,--,--,,
S-510,1051,8/30/2001,B,Yes,Report,A
S-510,1225,8/12/2003,B,Yes,,A
S-510,2041,8/16/2011,B,Yes,View,A
S-510,2500,8/22/2016,B,Yes,View,A
S-511,SA-511-2001,7/11/2001,--,--,Report,
S-511,SA-511-2001P (60),7/11/2001,--,--,,
S-511,SA-511-2001R (59),7/11/2001,B,No,,C
S-511,SA-511-2002,7/16/2002,--,--,,
S-511,SA-511-2002E (158),7/16/2002,--,--,,
S-511,SA-511-2002P (157),7/16/2002,--,--,,
S-511,SA-511-2006,7/5/2006,--,--,,
S-511,SA-511-2006R (540),7/5/2006,B,No,,C
S-511,SA-511-2011,7/13/2011,--,--,,
S-511,SA-511-2011R (1081),7/13/2011,B,No,,C
S-511,1052,8/31/2001,B,No,View,NA
S-511,1149,8/16/2002,B,No,View,NA
S-511,1275,8/28/2003,B,No,View,NA
S-511,1555,8/10/2006,B,No,View,C
S-511,1711,8/5/2008,B,No,View,C
S-511,1907,9/11/2009,B,No,View,C
S-511,2026,8/9/2011,B,No,View,C
S-511,2470,8/8/2016,B,No,View,NA
S-512,1053,8/31/2001,B,No,View,NA
S-512,1150,8/16/2002,B,No,View,NA
S-513,SA-513-2001,7/11/2001,--,--,Report,
S-513,SA-513-2001P (64),7/11/2001,--,--,,
S-513,SA-513-2001R (65),7/11/2001,B,No,,C
S-513,SA-513-2005VB,7/25/2005,--,--,,
S-513,SA-513-2005VB2,8/25/2005,--,--,,
S-513,SA-513-2016,7/18/2016,--,--,,
S-513,SA-513-2016R (1641),7/18/2016,--,--,,
S-513,1055,8/31/2001,B,No,View,NA
S-513,1152,8/16/2002,B,No,View,NA
S-513,1273,8/28/2003,B,No,View,NA
S-513,1504,9/19/2005,B,No,View,C
S-513,1712,8/5/2008,B,No,View,C
S-513,2169,9/28/2012,B,No,View,NA
S-513,2471,8/8/2016,B,No,View,NA
S-514,1040,8/28/2001,B,No,Report,C
S-515,974,9/18/2000,B,No,Report,C
S-515,1112,9/25/2001,B,No,,C
S-515,1200,8/28/2002,B,No,,C
S-516,975,9/18/2000,B,No,Report,C
S-516,1201,8/28/2002,B,No,,C
S-517,976,9/18/2000,AA,Indeterminate,Report,I
S-518,977,9/18/2000,AA,Indeterminate,Report,I
S-519,978,9/19/2000,AA,No,Report,B
S-520,979,9/19/2000,A,Yes,Report,A
S-521,980,9/19/2000,A,No,Report,B
S-522,981,9/19/2000,A,No,Report,NA
S-523,982,9/19/2000,AA,Indeterminate,Report,I
S-524,983,9/19/2000,AA,Yes,Report,A
S-525,1062,9/11/2000,C,Yes,Report,C
S-525,1892,9/2/2009,C,No,View,NA
S-526,SA-526-2011,6/30/2011,--,--,Report,
S-526,SA-526-2011R (1070),6/30/2011,C,Yes,,A
S-526,SA-526-2016,7/13/2016,--,--,,
S-526,SA-526-2016R (1640),7/13/2016,--,--,,
S-526,1063,9/11/2000,C,Yes,Report,C
S-526,1893,9/2/2009,C,No,View,NA
S-526,2047,8/18/2011,C,No,View,NA
S-526,2476,8/10/2016,C,Indeterminate,View,I
S-528,1610,9/30/1997,A,Yes,Report,A
S-528,1074,9/9/1999,A,Indeterminate,,I
S-528,1090,8/21/2000,A,Indeterminate,,I
S-529,1075,9/8/1999,A,Indeterminate,Report,I
S-529,2180,8/23/2012,A,No,View,B
S-530,1076,9/8/1999,A,Indeterminate,Report,I
S-531,1077,9/15/1999,C,Indeterminate,Report,I
S-531,1086,8/22/2000,C,Indeterminate,,I
S-531,1207,9/4/2001,C,Indeterminate,,I
S-532,1078,9/8/1999,C,Indeterminate,Report,I
S-532,1084,8/22/2000,C,Indeterminate,,I
S-532,1211,9/4/2001,C,Indeterminate,,I
S-538,1087,8/23/2000,A,Indeterminate,Report,I
S-539,1088,8/23/2000,A,Indeterminate,Report,I
S-540,1091,8/21/2000,A,Indeterminate,Report,I
S-540,1208,9/4/2001,A,Indeterminate,,I
S-541,1092,8/21/2000,C,Indeterminate,View,I
S-541,1209,9/4/2001,C,Indeterminate,,I
S-542,1093,8/21/2000,C,Indeterminate,Report,I
S-542,1210,9/4/2001,C,Indeterminate,,I
S-543,SA-543-2001,7/20/2001,--,--,Report,
S-543,SA-543-2001R (104),7/20/2001,--,--,,A
S-543,SA-543-2002,7/9/2002,--,--,,
S-543,SA-543-2002R (179),7/9/2002,A,Yes,,A
S-543,SA-543-2003,7/16/2003,--,--,,
S-543,SA-543-2003R (246),7/16/2003,A,Yes,,A
S-543,1442,6/24/2002,A,Yes,Report,A
S-543,1470,6/24/2003,A,Yes,,A
S-544,SA-544-1999,7/29/1999,--,--,Report,
S-544,SA-544-1999F (9),7/29/1999,B,No,,C
S-544,SA-544-2005,6/29/2005,--,--,,
S-544,SA-544-2005R (393),6/29/2005,B,Yes,,B
S-544,SA-544-2005VB,8/3/2005,--,--,,
S-544,SA-544-2010,7/6/2010,--,--,,
S-544,SA-544-2010R (960),7/6/2010,B,Yes,,B
S-544,SA-544-2015,7/6/2015,--,--,,
S-544,SA-544-2015R (1517),7/6/2015,B,No,,NA
S-545,SA-545-1999,7/28/1999,--,--,Report,
S-545,SA-545-1999P (13),7/28/1999,--,--,,
S-545,SA-545-2000,7/12/2000,--,--,,
S-545,SA-545-2000P (20),7/12/2000,--,--,,
S-546,SA-546-1999,7/28/1999,--,--,Report,
S-546,SA-546-1999P (12),7/28/1999,--,--,,
S-546,SA-546-2000,7/12/2000,--,--,,
S-546,SA-546-2000P (18),7/12/2000,--,--,,
S-547,SA-547-1999,7/28/1999,--,--,Report,
S-547,SA-547-1999P (14),7/28/1999,--,--,,
S-547,SA-547-2000,7/12/2000,--,--,,
S-547,SA-547-2000P (19),7/12/2000,--,--,,
S-548,SA-548-2000,7/12/2000,--,--,Report,
S-548,SA-548-2000F (22),7/12/2000,--,--,,B
S-548,SA-548-2000P (21),7/12/2000,--,--,,
S-548,SA-548-2010,7/6/2010,--,--,,
S-548,SA-548-2010R (961),7/6/2010,B,No,,C
S-548,SA-548-2010R (962),7/6/2010,B,Yes,,B
S-548,SA-548-2015,7/6/2015,--,--,,
S-548,SA-548-2015R (1518),7/6/2015,B,Yes,,B
S-549,SA-549-1999,7/29/1999,--,--,Report,
S-549,SA-549-1999F (11),7/29/1999,B,No,,C
S-549,SA-549-2000,7/12/2000,--,--,,
S-549,SA-549-2000F (24),7/12/2000,B,No,,C
S-549,SA-549-2000P (23),7/12/2000,--,--,,
S-550,SA-550-2000,7/12/2000,--,--,Report,
S-550,SA-550-2000F (40),7/12/2000,AA,No,,B
S-550,SA-550-2000P (36),7/12/2000,--,--,,
S-550,SA-550-2002,7/8/2002,--,--,,
S-550,SA-550-2002P (113),7/8/2002,--,--,,
S-550,SA-550-2002R (114),7/8/2002,AA,No,,B
S-550,SA-550-2003,7/1/2003,--,--,,
S-550,SA-550-2003R (192),7/1/2003,AA,No,,B
S-550,SA-550-2004,6/30/2004,--,--,,
S-550,SA-550-2004R (264),6/30/2004,AA,Yes,,A
S-550,SA-550-2005,6/27/2005,--,--,,
S-550,SA-550-2005R (391),6/27/2005,AA,No,,B
S-550,SA-550-2005VB,8/2/2005,--,--,,
S-550,SA-550-2006,6/20/2006,--,--,,
S-550,SA-550-2006R (527),6/20/2006,AA,No,,B
S-550,SA-550-2007,6/20/2007,--,--,,
S-550,SA-550-2007R (677),6/20/2007,AA,No,,B
S-550,SA-550-2008,6/23/2008,--,--,,
S-550,SA-550-2008R (729),6/23/2008,AA,No,,B
S-550,SA-550-2009,7/13/2009,--,--,,
S-550,SA-550-2009R (880),7/13/2009,AA,No,,B
S-550,SA-550-2010,6/21/2010,--,--,,
S-550,SA-550-2010R (933),6/21/2010,AA,No,,B
S-550,SA-550-2011,6/22/2011,--,--,,
S-550,SA-550-2011R (1057),6/22/2011,AA,No,,B
S-550,SA-550-2012,7/10/2012,--,--,,
S-550,SA-550-2012 (1149),7/10/2012,--,--,,
S-550,SA-550-2012R (1149),7/10/2012,AA,Yes,,A
S-550,SA-550-2013,7/11/2013,--,--,,
S-550,SA-550-2013 (1351),7/11/2013,--,--,,
S-550,SA-550-2013R (1351),7/11/2013,AA,Yes,,A
S-550,SA-550-2014,7/2/2014,--,--,,
S-550,SA-550-2014 (1371),7/2/2014,--,--,,
S-550,SA-550-2014R (1371),7/2/2014,AA,No,,C
S-550,SA-550-2015,7/21/2015,--,--,,
S-550,SA-550-2015R (1537),7/21/2015,AA,No,,B
S-550,SA-550-2016,6/20/2016,--,--,,
S-550,SA-550-2016R (1609),6/20/2016,--,--,,
S-550,SA-550-2017,7/19/2017,--,--,,
S-550,SA-550-2017 (1693),7/19/2017,--,--,,
S-550,SA-550-2017R (1693),7/19/2017,--,--,,
S-550,2343,8/3/2015,AA,Yes,View,A
S-550,2548,8/1/2017,AA,Yes,View,A
S-550,2642,8/6/2018,AA,Yes,,A
S-551,SA-551-2001,7/20/2001,--,--,Report,
S-551,SA-551-2001R (105),7/20/2001,--,--,,A
S-551,SA-551-2002,7/9/2002,--,--,,
S-551,SA-551-2002R (178),7/9/2002,A,Yes,,A
S-551,SA-551-2003,7/16/2003,--,--,,
S-551,SA-551-2003R (245),7/16/2003,A,Yes,,A
S-551,1441,6/24/2002,A,Yes,Report,A
S-551,1469,6/24/2003,A,Yes,,A
S-552,SA-552-2001,7/19/2001,--,--,Report,
S-552,SA-552-2001R (106),7/19/2001,--,--,,A
S-552,SA-552-2002,7/10/2002,--,--,,
S-552,SA-552-2002R (180),7/10/2002,AA,Yes,,A
S-552,SA-552-2003,7/16/2003,--,--,,
S-552,SA-552-2003R (247),7/16/2003,AA,Yes,,A
S-552,1460,6/27/2002,AA,Yes,Report,A
S-552,1488,6/27/2003,AA,Yes,,A
S-553,SA-553-2000,7/12/2000,--,--,Report,
S-553,SA-553-2000F (39),7/12/2000,AA,No,,B
S-553,SA-553-2000P (38),7/12/2000,--,--,,
S-554,SA-554-2001,7/19/2001,--,--,Report,
S-554,SA-554-2001R (107),7/19/2001,--,--,,B
S-554,SA-554-2002,7/10/2002,--,--,,
S-554,SA-554-2002R (181),7/10/2002,AA,Yes,,A
S-554,SA-554-2003,7/16/2003,--,--,,
S-554,SA-554-2003R (248),7/16/2003,AA,Yes,,A
S-554,1459,6/27/2002,AA,Yes,Report,A
S-554,1487,6/27/2003,AA,Yes,,A
S-555,SA-555-1999,7/26/1999,--,--,Report,
S-555,SA-555-1999F (7),7/26/1999,B,No,,NA
S-556,SA-556-1999,7/26/1999,--,--,Report,
S-556,SA-556-1999F (8),7/26/1999,B,No,,NA
S-556,SA-556-2014,7/7/2014,--,--,,
S-556,SA-556-2014 (1380),7/7/2014,--,--,,
S-556,SA-556-2014R (1380),7/7/2014,B,Yes,,B
S-556,2288,8/21/2014,B,Yes,View,A
S-557,SA-557-1999,7/26/1999,--,--,Report,
S-557,SA-557-1999F (5),7/26/1999,B,No,,NA
S-558,SA-558-1999,7/26/1999,--,--,Report,
S-558,SA-558-1999F (6),7/26/1999,B,No,,C
S-558,SA-558-2014,7/7/2014,--,--,,
S-558,SA-558-2014 (1378),7/7/2014,--,--,,
S-558,SA-558-2014R (1378),7/7/2014,B,Yes,,B
S-559,SA-559-2001,7/16/2001,--,--,Report,
S-559,SA-559-2001P (80),7/16/2001,--,--,,
S-559,SA-559-2001R (79),7/16/2001,B,Yes,,A
S-560,SA-560-1999,8/31/1999,--,--,Report,
S-560,SA-560-1999B (103),8/31/1999,--,--,,
S-561,SA-561-2001,7/16/2001,--,--,Report,
S-561,SA-561-2001P (84),7/16/2001,--,--,,
S-561,SA-561-2001R (83),7/16/2001,B,Yes,,B
S-561,1121,8/29/2000,B,Yes,Report,B
S-562,SA-562-2015,7/1/2015,--,--,Report,
S-562,SA-562-2015R (1514),7/1/2015,B,No,,C
S-562,956,8/10/2000,B,Yes,Report,A
S-562,1350,8/22/2005,B,Yes,,B
S-562,1969,8/30/2010,B,Yes,View,A
S-562,2357,8/10/2015,B,Yes,View,A
S-563,SA-563-2001,7/12/2001,--,--,Report,
S-563,SA-563-2001P (76),7/12/2001,--,--,,
S-563,SA-563-2001R (75),7/12/2001,B,Yes,,B
S-564,SA-564-2001,7/6/2001,--,--,Report,
S-564,SA-564-2001P (86),7/6/2001,--,--,,
S-564,SA-564-2001R (85),7/6/2001,B,Yes,,A
S-565,SA-565-2001,7/6/2001,--,--,Report,
S-565,SA-565-2001P (88),7/6/2001,--,--,,
S-565,SA-565-2001R (87),7/6/2001,B,Yes,,A
S-566,SA-566-2001,7/6/2001,--,--,Report,
S-566,SA-566-2001P (90),7/6/2001,--,--,,
S-566,SA-566-2001R (89),7/6/2001,B,Yes,,A
S-567,SA-567-2001,7/6/2001,--,--,Report,
S-567,SA-567-2001P (92),7/6/2001,--,--,,
S-567,SA-567-2001R (91),7/6/2001,B,Yes,,A
S-567,SA-567-2006,7/12/2006,--,--,,
S-567,SA-567-2006R (549),7/12/2006,B,Yes,,A
S-567,SA-567-2011,6/29/2011,--,--,,
S-567,SA-567-2011R (1066),6/29/2011,B,Yes,,A
S-567,SA-567-2016,7/6/2016,--,--,,
S-567,SA-567-2016R (1629),7/6/2016,--,--,,
S-568,SA-568-2001,7/10/2001,--,--,Report,
S-568,SA-568-2001R (55),7/10/2001,B,Yes,,B
S-569,SA-569-1999P (16),7/27/1999,--,--,Report,
S-570,SA-570-1999,8/31/1999,--,--,Report,
S-570,SA-570-1999B (101),8/31/1999,--,--,,
S-570,1944,8/18/2010,C,Yes,View,C
S-570,2242,9/9/2013,C,Yes,View,C
S-570,2707,7/9/2018,C,No,,NA
S-571,SA-571-1999,8/31/1999,--,--,Report,
S-571,SA-571-1999B (99),8/31/1999,--,--,,
S-572,SA-572-2002,7/17/2002,--,--,Report,
S-572,SA-572-2002P (161),7/17/2002,--,--,,
S-572,SA-572-2002R (163),7/17/2002,B,Yes,,B
S-572,SA-572-2005VB,7/26/2005,--,--,,
S-572,SA-572-2005VB2,8/23/2005,--,--,,
S-572,SA-572-2007,7/12/2007,--,--,,
S-572,SA-572-2007R (706),7/12/2007,B,Yes,,A
S-572,SA-572-2012,7/23/2012,--,--,,
S-572,SA-572-2012R (1161),7/23/2012,B,No,,C
S-572,SA-572-2017,6/29/2017,--,--,,
S-572,SA-572-2017 (1672),6/29/2017,--,--,,
S-572,SA-572-2017R (1672),6/29/2017,--,--,,
S-572,901,8/25/2000,B,No,Report,C
S-572,1659,8/15/2007,B,Yes,View,B
S-572,2110,8/15/2012,B,Yes,View,A
S-572,2575,8/16/2017,B,Yes,View,A
S-574,SA-574-2001,7/19/2001,--,--,Report,
S-574,SA-574-2001R (108),7/19/2001,A,Yes,,A
S-574,SA-574-2002,7/10/2002,--,--,,
S-574,SA-574-2002R (176),7/10/2002,A,Yes,,A
S-574,SA-574-2003,7/14/2003,--,--,,
S-574,SA-574-2003R (241),7/14/2003,A,Yes,,A
S-574,1438,6/26/2002,A,Yes,Report,A
S-574,1466,6/26/2003,A,Yes,,A
S-575,SA-575-2001,7/19/2001,--,--,Report,
S-575,SA-575-2001R (109),7/19/2001,--,--,,A
S-575,SA-575-2002,7/10/2002,--,--,,
S-575,SA-575-2002R (177),7/10/2002,A,Yes,,A
S-575,SA-575-2003,7/14/2003,--,--,,
S-575,SA-575-2003R (242),7/14/2003,A,Yes,,A
S-575,1437,6/26/2002,A,Yes,Report,A
S-575,1465,6/26/2003,A,Indeterminate,,I
S-576,SA-576-2001,7/18/2001,--,--,Report,
S-576,SA-576-2001R (110),7/18/2001,A,Yes,,A
S-576,SA-576-2002,7/11/2002,--,--,,
S-576,SA-576-2002R (174),7/11/2002,A,Yes,,A
S-576,SA-576-2003,7/14/2003,--,--,,
S-576,SA-576-2003R (244),7/14/2003,A,No,,B
S-576,1454,6/25/2002,A,Yes,Report,A
S-576,1482,6/25/2003,A,Yes,,A
S-577,SA-577-2001,7/18/2001,--,--,Report,
S-577,SA-577-2001R (111),7/18/2001,--,--,,A
S-577,SA-577-2002,7/11/2002,--,--,,
S-577,SA-577-2002R (175),7/11/2002,A,Yes,,A
S-577,SA-577-2003,7/14/2003,--,--,,
S-577,SA-577-2003R (243),7/14/2003,A,Yes,,A
S-577,1453,6/25/2002,A,Yes,Report,A
S-577,1481,6/25/2003,A,Yes,,A
S-578,1094,8/30/2001,B,Yes,Report,B
S-579,SA-579-2000,7/16/2000,--,--,Report,
S-579,SA-579-2000B (98),7/16/2000,--,--,,
S-580,SA-580-2000,7/16/2000,--,--,Report,
S-580,SA-580-2000B (97),7/16/2000,--,--,,
S-580,SA-580-2005,7/13/2005,--,--,,
S-580,SA-580-2005P (423),7/13/2005,--,--,,
S-580,SA-580-2005R (425),7/13/2005,C,Yes,,C
S-580,SA-580-2010,6/23/2010,--,--,,
S-580,SA-580-2010R (935),6/23/2010,C,Yes,,C
S-580,SA-580-2015,7/28/2015,--,--,,
S-580,SA-580-2015R (1545),7/28/2015,C,Yes,,C
S-581,SA-581-2000,7/16/2000,--,--,Report,
S-581,SA-581-2000B (100),7/16/2000,--,--,,
S-581,2245,9/9/2013,C,No,View,NA
S-582,1118,9/12/2000,C,Yes,Report,B
S-583,1119,9/12/2000,C,Yes,Report,B
S-584,1120,9/12/2000,C,Yes,Report,B
S-585,SA-585-1999P (17),7/27/1999,--,--,Report,
S-585,SA-585-2000,7/12/2000,--,--,,
S-585,SA-585-2000F (37),7/12/2000,AA,No,,B
S-586,1129,8/21/2000,A,Yes,Report,A
S-587,1127,8/21/2000,AA,Yes,Report,A
S-588,1123,8/28/2000,C,No,Report,NA
S-588,1411,8/14/2001,C,Yes,,B
S-589,1096,8/30/2001,B,Yes,Report,A
S-590,1102,8/29/2001,B,Yes,Report,B
S-590,1769,8/28/2008,B,Yes,,B
S-591,1098,8/29/2001,B,Yes,Report,B
S-591,1771,8/28/2008,B,Yes,,B
S-591,2340,9/16/2013,B,Yes,,A
S-592,1099,8/29/2001,B,Yes,Report,A
S-592,1770,8/28/2008,B,Yes,,A
S-594,SA-594-2009,7/22/2009,--,--,Report,
S-594,SA-594-2009R (915),7/23/2009,B,Yes,,A
S-594,SA-594-2012,8/27/2012,--,--,,
S-594,SA-594-2012R (1170),7/31/2012,B,Yes,,A
S-594,1131,8/30/2001,B,Yes,Report,A
S-594,1857,8/19/2009,B,Yes,View,A
S-594,2134,8/27/2012,B,Yes,View,A
S-595,SA-595-2009,7/22/2009,--,--,Report,
S-595,SA-595-2009R (897),7/22/2009,C,Yes,,C
S-595,SA-595-2012,8/27/2012,--,--,,
S-595,SA-595-2012R (1171),7/30/2012,C,Yes,,C
S-595,SA-595-2012R (1172),7/30/2012,C,Yes,,C
S-595,1130,8/30/2001,C,Yes,Report,B
S-595,1858,8/19/2009,C,Yes,View,A
S-595,2135,8/27/2012,C,Yes,View,A
S-596,1095,9/18/2001,A,No,Report,B
S-597,SA-597-2002,7/9/2002,--,--,Report,
S-597,SA-597-2002 (121),7/9/2002,--,--,,
S-597,SA-597-2002R (120),7/9/2002,B,No,,C
S-597,SA-597-2007,7/9/2007,--,--,,
S-597,SA-597-2007R (699),7/9/2007,B,No,,NA
S-597,SA-597-2008R (775),7/1/2008,B,No,,NA
S-597,SA-597-2012,6/25/2012,--,--,,
S-597,SA-597-2012R (1138),6/25/2012,B,No,,C
S-597,SA-597-2017,7/10/2017,--,--,,
S-597,SA-597-2017 (1675),7/10/2017,--,--,,
S-597,SA-597-2017R (1675),7/10/2017,--,--,,
S-597,1139,8/13/2002,B,Yes,Report,B
S-597,1637,8/8/2007,B,Yes,View,B
S-597,2093,8/7/2012,B,Yes,View,B
S-597,2573,8/15/2017,B,Yes,View,B
S-598,SA-598-2002,7/9/2002,--,--,Report,
S-598,SA-598-2002E (125),7/9/2002,--,--,,
S-598,SA-598-2002P (124),7/9/2002,--,--,,
S-599,SA-599-2002,7/9/2002,--,--,Report,
S-599,SA-599-2002P (127),7/9/2002,--,--,,
S-599,SA-599-2002R (126),7/9/2002,B,No,,C
S-599,SA-599-2007,6/25/2007,--,--,,
S-599,SA-599-2007R (681),6/25/2007,B,No,,C
S-599,SA-599-2017,6/26/2017,--,--,,
S-599,SA-599-2017 (1664),6/26/2017,--,--,,
S-599,SA-599-2017R (1664),6/26/2017,--,--,,
S-599,1634,8/8/2007,B,No,View,C
S-599,2099,8/9/2012,B,No,View,C
S-600,SA-600-2002,7/17/2002,--,--,Report,
S-600,SA-600-2002P (170),7/17/2002,--,--,,
S-600,SA-600-2002R (169),7/17/2002,A,Yes,,A
S-600,SA-600-2005VB,7/26/2005,--,--,,
S-600,SA-600-2005VB2,8/23/2005,--,--,,
S-601,SA-601-2002,7/9/2002,--,--,Report,
S-601,SA-601-2002P (123),7/9/2002,--,--,,
S-601,SA-601-2002R (122),7/9/2002,B,No,,NA
S-601,SA-601-2007,6/25/2007,--,--,,
S-601,SA-601-2007R (683),6/25/2007,B,No,,NA
S-601,SA-601-2017,6/26/2017,--,--,,
S-601,SA-601-2017 (1665),6/26/2017,--,--,,
S-601,SA-601-2017R (1665),6/26/2017,--,--,,
S-601,1633,8/8/2007,B,No,View,NA
S-601,2098,8/9/2012,B,No,View,NA
S-602,SA-602-2002,7/10/2002,--,--,Report,
S-602,SA-602-2002P (133),7/10/2002,--,--,,
S-602,SA-602-2002R (132),7/10/2002,B,No,,C
S-602,SA-602-2017,6/21/2017,--,--,,
S-602,SA-602-2017 (1661),6/21/2017,--,--,,
S-602,SA-602-2017R (1661),6/21/2017,--,--,,
S-602,1653,8/14/2007,B,No,View,C
S-602,2569,8/14/2017,B,Yes,View,B
S-603,SA-603-2002,7/10/2002,--,--,Report,
S-603,SA-603-2002P (131),7/10/2002,--,--,,
S-603,SA-603-2002R (130),7/10/2002,--,--,,C
S-603,1145,8/15/2002,B,Yes,Report,A
S-604,SA-604-2002,7/10/2002,--,--,Report,
S-604,SA-604-2002P (129),7/10/2002,--,--,,
S-604,SA-604-2002R (128),7/10/2002,B,No,,C
S-604,SA-604-2007,7/5/2007,--,--,,
S-604,SA-604-2007R (694),7/5/2007,B,No,,NA
S-604,SA-604-2012,7/20/2012,--,--,,
S-604,SA-604-2012 (1157),7/20/2012,--,--,,
S-604,SA-604-2012R (1157),7/20/2012,B,No,,C
S-604,SA-604-2017,6/21/2017,--,--,,
S-604,SA-604-2017 (1660),6/21/2017,--,--,,
S-604,SA-604-2017R (1660),6/21/2017,--,--,,
S-604,1137,8/12/2002,B,Yes,Report,A
S-604,1655,8/14/2007,B,Yes,View,B
S-604,2102,8/13/2012,B,Yes,View,B
S-605,SA-605-2002,7/10/2002,--,--,Report,
S-605,SA-605-2002E (134),7/10/2002,--,--,,
S-605,SA-605-2007,7/5/2007,--,--,,
S-605,SA-605-2007C (696),7/5/2007,--,--,,
S-605,SA-605-2007P (698),7/5/2007,--,--,,
S-605,SA-605-2007R (697),7/5/2007,B,No,,NA
S-606,SA-606-2002,7/11/2002,--,--,Report,
S-606,SA-606-2002R (135),7/11/2002,AA,Yes,,A
S-606,SA-606-2007,7/24/2007,--,--,,
S-606,SA-606-2007R (723),7/24/2007,AA,Yes,,A
S-607,SA-607-2002,7/11/2002,--,--,Report,
S-607,SA-607-2002E (138),7/11/2002,--,--,,
S-607,SA-607-2002P (139),7/11/2002,--,--,,
S-608,SA-608-2002,7/11/2002,--,--,Report,
S-608,SA-608-2002C (141),7/11/2002,--,--,,
S-608,SA-608-2002P (140),7/11/2002,--,--,,
S-608,1160,8/21/2002,B,No,Report,C
S-609,SA-609-2002,7/11/2002,--,--,Report,
S-609,SA-609-2002R (137),7/11/2002,B,Yes,,B
S-609,SA-609-2012,7/2/2012,--,--,,
S-609,SA-609-2012R (1141),7/2/2012,B,Yes,,B
S-609,SA-609-2017,7/11/2017,--,--,,
S-609,SA-609-2017 (1678),7/11/2017,--,--,,
S-609,SA-609-2017R (1678),7/11/2017,--,--,,
S-609,2104,8/13/2012,B,Yes,View,B
S-610,SA-610-2002,7/15/2002,--,--,Report,
S-610,SA-610-2002P (149),7/15/2002,--,--,,
S-610,SA-610-2002R (150),7/15/2002,B,Yes,,B
S-610,1141,8/14/2002,B,No,Report,C
S-611,SA-611-2002,7/15/2002,--,--,Report,
S-611,SA-611-2002P (142),7/15/2002,--,--,,
S-611,SA-611-2002R (143),7/15/2002,B,Yes,,B
S-611,1142,8/14/2002,B,No,Report,C
S-612,SA-612-2002,7/15/2002,--,--,Report,
S-612,SA-612-2002P (144),7/15/2002,--,--,,
S-612,SA-612-2002R (145),7/15/2002,B,No,,C
S-612,SA-612-2007,6/25/2007,--,--,,
S-612,SA-612-2007R (682),6/25/2007,B,Yes,,B
S-612,SA-612-2012,7/9/2012,--,--,,
S-612,SA-612-2012 (1147),7/9/2012,--,--,,
S-612,SA-612-2012R (1147),7/9/2012,B,Yes,,B
S-612,SA-612-2017,6/19/2017,--,--,,
S-612,SA-612-2017 (1655),6/19/2017,--,--,,
S-612,SA-612-2017R (1655),6/19/2017,--,--,,
S-612,1143,8/14/2002,B,Yes,Report,B
S-612,1639,8/9/2007,B,Yes,View,A
