Station Number,Station,Town,County,Major Drainage,Site Type,Sample Type,Latitude,Longitude
W-034,SUCKER BROOK (MORGAN MEADOW WMA) - W-034,RAYMOND,CUMBERLAND,SACO,WETLAND,WETLAND,43.93215339,-70.39844060
W-035,SHAKER BOG - W-035,POLAND,ANDROSCOGGIN,SACO,WETLAND,WETLAND,43.99576659,-70.37784713
W-036,RUNAROUND POND - W-036,DURHAM,ANDROSCOGGIN,SACO,WETLAND,WETLAND,43.95425283,-70.17349006
W-037,DECKER BROOK - W-037,CASCO,CUMBERLAND,SACO,WETLAND,WETLAND,43.98113401,-70.54396478
W-038,KELLY BROOK - W-038,BALDWIN,CUMBERLAND,SACO,WETLAND,WETLAND,43.81723996,-70.70324641
W-039,QUAKER BROOK - W-039,BALDWIN,CUMBERLAND,SACO,WETLAND,WETLAND,43.81978547,-70.66925961
W-040,BLACK BROOK (LIMINGTON)  - W-040,LIMINGTON,YORK,SACO,WETLAND,WETLAND,43.71638747,-70.68960779
W-041,LAKE ARROWHEAD - W-041,WATERBORO,YORK,SACO,WETLAND,WETLAND,43.64843473,-70.75693759
W-042,BARTLETT BROOK - W-042,WATERBORO,YORK,SACO,WETLAND,WETLAND,43.58278500,-70.66967100
W-043,THACHER BROOK - W-043,BIDDEFORD,YORK,SACO,WETLAND,WETLAND,43.47623200,-70.50067400
W-044,UNNAMED TRIBUTARY TO BUNGANUT POND - W-044,LYMAN,YORK,SACO,WETLAND,WETLAND,43.49180543,-70.69378546
W-045,SPRUCE POND - W-045,PARSONSFIELD,YORK,SACO,WETLAND,WETLAND,43.77867977,-70.85811546
W-046,PENDEXTER BROOK - W-046,PARSONSFIELD,YORK,SACO,WETLAND,WETLAND,43.70912506,-70.88928254
W-047,UNNAMED TRIBUTARY TO BRANCH BROOK - W-047,NEWFIELD,YORK,SACO,WETLAND,WETLAND,43.65932657,-70.93276970
W-048,UNNAMED POND (HIRAM) - W-048,HIRAM,OXFORD,SACO,WETLAND,WETLAND,43.86091964,-70.80585765
W-049,LITTLEFIELD RIVER - W-049,ALFRED,YORK,SACO,WETLAND,WETLAND,43.47668230,-70.70043202
W-050,TRAFTON BROOK - W-050,ALFRED,YORK,SACO,WETLAND,WETLAND,43.48199490,-70.74725846
W-051,UNNAMED TRIBUTARY TO MOUSAM LAKE - W-051,SHAPLEIGH,YORK,SACO,WETLAND,WETLAND,43.50634757,-70.84172724
W-052,STUMP POND (SANFORD) - W-052,SANFORD,YORK,SACO,WETLAND,WETLAND,43.45875400,-70.78553400
W-053,NUMBER 1 POND - W-053,SANFORD,YORK,SACO,WETLAND,WETLAND,43.44889314,-70.77844384
W-054,UNNAMED TRIBUTARY TO MOUSAM RIVER - W-054,SANFORD,YORK,SACO,WETLAND,WETLAND,43.43390274,-70.75891762
W-055,KEZAR LAKE OUTLET - W-055,LOVELL,OXFORD,SACO,WETLAND,WETLAND,44.14092546,-70.93995928
W-056,BROWNFIELD BOG SITE A - W-056,BROWNFIELD,OXFORD,SACO,WETLAND,WETLAND,43.97470700,-70.88713800
W-057,BROWNFIELD BOG SITE B - W-057,BROWNFIELD,OXFORD,SACO,WETLAND,WETLAND,43.98010914,-70.88704728
W-058,SWETTS MEADOW - W-058,LIMINGTON,YORK,SACO,WETLAND,WETLAND,43.73118489,-70.70208116
W-059,TUCKER BROOK - W-059,STANDISH,CUMBERLAND,SACO,WETLAND,WETLAND,43.79726028,-70.62070658
W-060,SIDNEY BOG - W-060,SIDNEY,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.39595740,-69.77964414
W-061,BRANN BROOK - W-061,WINDSOR,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.30674511,-69.63702715
W-062,UNNAMED TRIBUTARY TO RIGGS BROOK - W-062,AUGUSTA,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.33312991,-69.70348555
W-063,MOSHER POND - W-063,FAYETTE,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.48557293,-70.09422854
W-064,LITTLE NORRIDGEWOCK STREAM - W-064,CHESTERVILLE,FRANKLIN,KENNEBEC,WETLAND,WETLAND,44.54964319,-70.08891600
W-065,BOG STREAM (MERCER BOG WMA) - W-065,MERCER,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.66810700,-69.93424900
W-066,MADAWASKA BOG WMA - W-066,PALMYRA,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.83120000,-69.37588700
W-067,COOPER BROOK - W-067,PITTSFIELD,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.78699262,-69.51267231
W-068,FAHI POND - W-068,EMBDEN,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.91344500,-69.89832000
W-069,BAUDS POND (STUMP POND WMA) - W-069,NEW VINEYARD,FRANKLIN,KENNEBEC,WETLAND,WETLAND,44.82184743,-70.11302504
W-070,CARLTON BOG - W-070,DETROIT,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.71458740,-69.27348326
W-071,CARLTON STREAM - W-071,TROY,WALDO,KENNEBEC,WETLAND,WETLAND,44.68302467,-69.30691679
W-072,BEARTRAP BROOK - W-072,DETROIT,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.74890936,-69.34098914
W-073,UNNAMED TRIBUTARY TO DEAD RIVER - W-073,T03 R04 BKP WKR,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.23703871,-70.20261660
W-074,DEAD RIVER - W-074,T03 R04 BKP WKR,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.23911357,-70.20351782
W-075,MUD POND (OAKLAND) - W-075,OAKLAND,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.54602606,-69.72232507
W-076,MESSALONSKEE LAKE - W-076,BELGRADE,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.44071106,-69.82906234
W-077,PATTEE POND BROOK - W-077,WINSLOW,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.55129074,-69.54595576
W-078,HOLLAND BROOK - W-078,WATERVILLE,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.57356213,-69.62475487
W-079,CORUNDEL LAKE - W-079,CORINNA,PENOBSCOT,KENNEBEC,WETLAND,WETLAND,44.93546100,-69.26582600
W-080,EAST BRANCH SEBASTICOOK RIVER - W-080,NEWPORT,PENOBSCOT,KENNEBEC,WETLAND,WETLAND,44.89456605,-69.25445161
W-081,WILSON STREAM - W-081,MONMOUTH,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.26064900,-70.00601800
W-082,LITTLE COBBOSSEECONTEE LAKE - W-082,WINTHROP,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.32537238,-69.88996742
W-083,PETTENGILL STREAM - W-083,APPLETON,KNOX,MAINE COASTAL,WETLAND,WETLAND,44.29974865,-69.28250986
W-084,BARTLETT STREAM RESERVOIR - W-084,SEARSMONT,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.40742828,-69.23211635
W-085,DEAD WATER SLOUGH (DOWNSTREAM) - W-085,HIBBERTS GORE,LINCOLN,MAINE COASTAL,WETLAND,WETLAND,44.33122823,-69.43169181
W-086,MOOSE RIVER TRIBUTARY - W-086,JACKMAN,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.64481353,-70.21205077
W-087,PARLIN STREAM - W-087,LONG POND TWP,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.61069976,-70.05718212
W-088,MULLIGAN STREAM IMPOUNDMENT - W-088,ST ALBANS,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.90035602,-69.32260352
W-089,LOWER TOGUS POND - W-089,AUGUSTA,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.29352467,-69.67464823
W-090,LOWER TOGUS POND (NORTH END) - W-090,AUGUSTA,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.31189797,-69.65385902
W-091,UNNAMED TRIBUTARY TO CATHANCE RIVER - W-091,TOPSHAM,SAGADAHOC,ANDROSCOGGIN,WETLAND,WETLAND,43.97697300,-69.98347500
W-092,CAESAR POND - W-092,BOWDOIN,SAGADAHOC,ANDROSCOGGIN,WETLAND,WETLAND,44.06832300,-69.98517800
W-093,TROUT BROOK - W-093,CAPE ELIZABETH,CUMBERLAND,SACO,WETLAND,WETLAND,43.62659834,-70.24218648
W-094,SEVENMILE STREAM - W-094,JAY,FRANKLIN,ANDROSCOGGIN,WETLAND,WETLAND,44.52395341,-70.25429389
W-095,HOPKINS STREAM - W-095,MOUNT VERNON,KENNEBEC,ANDROSCOGGIN,WETLAND,WETLAND,44.46754700,-69.99647200
W-096,MEADOW BROOK (RUMFORD) - W-096,RUMFORD,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.53763042,-70.65258315
W-097,WITT SWAMP - W-097,NORWAY,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.22527500,-70.56068400
W-098,MOOSE POND - W-098,WEST PARIS,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.34061800,-70.52263300
W-099,SABATTUS POND - W-099,GREENE,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.17167225,-70.09009760
W-100,CURTIS BOG - W-100,SABATTUS,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.12008381,-70.03006775
W-101,NO NAME BROOK (LEWISTON) - W-101,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.11016100,-70.14111200
W-102,NO NAME BROOK (LEWISTON) - W-102,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.09397800,-70.15067500
W-103,HOOPER STREAM - W-103,GREENE,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.20603600,-70.13540700
W-104,BOG BROOK (LEEDS) - W-104,LEEDS,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.28457120,-70.07734269
W-105,WHEELER STREAM - HERMON BOG - W-105,HERMON,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.79852185,-68.88252016
W-106,PENJAJAWOC MARSH - W-106,BANGOR,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.83851937,-68.75975076
W-107,MAGALLOWAY RIVER TRIB - W-107,LINCOLN PLT,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.93100453,-71.03901194
W-108,MAGALLOWAY RIVER - W-108,MAGALLOWAY PLT,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.89179100,-71.03676600
W-109,BUNGANOCK BROOK  - W-109,HARTFORD,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.37941500,-70.33914700
W-110,BOG BROOK (HEBRON) - W-110,HEBRON,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.23969500,-70.35114800
W-111,FOX POND INLET - W-111,LOWER CUPSUPTIC TWP,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,45.06270284,-70.88109939
W-112,KENNEBAGO RIVER - W-112,RANGELEY,FRANKLIN,ANDROSCOGGIN,WETLAND,WETLAND,44.99237100,-70.78496600
W-113,UNNAMED TRIBUTARY TO NORTH BRANCH MEDUXNEKEAG RIVER - W-113,MONTICELLO,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.32651000,-67.88645700
W-114,SALMON BROOK LAKE - W-114,PERHAM,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.89791710,-68.24468499
W-115,CHRISTINA RESERVOIR - W-115,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.69461100,-67.88372400
W-116,PORTAGE LAKE (WEST) AT FISH RIVER - W-116,PORTAGE LAKE,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.78843939,-68.53931149
W-117,DREWS LAKE - W-117,OAKFIELD,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.09082054,-68.04849557
W-118,GREEN POND (MEDUXNEKEAG RIVER) - W-118,NEW LIMERICK,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.10827879,-67.93150264
W-119,WEST BRANCH UMCOLCUS STREAM - W-119,T08 R06 WELS,PENOBSCOT,ST. JOHN,WETLAND,WETLAND,46.34710251,-68.50849978
W-120,MOOSELEUK LAKE - W-120,T10 R09 WELS,PISCATAQUIS,ST. JOHN,WETLAND,WETLAND,46.50778385,-68.91231255
W-121,THOUSAND ACRE BOG - W-121,CRYSTAL,AROOSTOOK,PENOBSCOT,WETLAND,WETLAND,45.97316251,-68.40399672
W-122,SOUTH BRANCH MEDUXNEKEAG RIVER - W-122,HODGDON,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.03043731,-67.86627995
W-123,MUD POND (DREW PLT) - W-123,DREW PLT,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,45.54597613,-68.11856995
W-124,FIFTH SAINT JOHN POND - W-124,T05 R17 WELS,SOMERSET,ST. JOHN,WETLAND,WETLAND,46.11837773,-69.88995963
W-125,SMITH BROOK - W-125,T08 R11 WELS,PISCATAQUIS,ST. JOHN,WETLAND,WETLAND,46.33222799,-69.19315492
W-126,WEST SHIRLEY BOG - W-126,SHIRLEY,PISCATAQUIS,PENOBSCOT,WETLAND,WETLAND,45.35656782,-69.68720596
W-127,NASON'S BROOK (OFF RAND ROAD) - W-127,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.66917263,-70.32599981
W-128,GREAT POND - W-128,CAPE ELIZABETH,CUMBERLAND,SACO,WETLAND,WETLAND,43.57776194,-70.23154397
W-129,ROBERT'S POND - W-129,LYMAN,YORK,SACO,WETLAND,WETLAND,43.54933396,-70.66073153
W-130,BLACK POND - W-130,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.14359665,-70.79750810
W-131,NORTHWEST RIVER - W-131,SEBAGO,CUMBERLAND,SACO,WETLAND,WETLAND,43.88368087,-70.65905389
W-132,HOBBS POND (MERRILAND RIVER) - W-132,WELLS,YORK,SACO,WETLAND,WETLAND,43.34692080,-70.62485447
W-133,ALLEN BOG SITE B - W-133,GRAY,CUMBERLAND,SACO,WETLAND,WETLAND,43.86646796,-70.37677185
W-134,SONGO POND INLET (UPSTREAM) - W-134,BETHEL,OXFORD,SACO,WETLAND,WETLAND,44.37690273,-70.81243342
W-135,CROSS POND - W-135,MORRILL,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.42273095,-69.12814295
W-136,POLAND STREAM - W-136,MORRILL,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.44852282,-69.18041073
W-137,HURD'S POND INLET - W-137,SWANVILLE,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.47600700,-69.02462410
W-138,POND FARM POND - W-138,HOWLAND,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,45.29592963,-68.69941330
W-139,PUSHAW STREAM TRIBUTARY (UPSTREAM) - W-139,OLD TOWN,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.97476310,-68.72443260
W-140,PUSHAW STREAM TRIBUTARY (DOWNSTREAM) - W-140,OLD TOWN,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.97806858,-68.72887971
W-141,HOLT'S MILL POND (KENDUSKEAG RIVER) - W-141,GARLAND,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,45.02674305,-69.10762321
W-142,FRENCH STREAM - W-142,EXETER,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.95240236,-69.13947118
W-143,OTTER POND (T40 MD) - W-143,T40 MD,HANCOCK,MAINE COASTAL,WETLAND,WETLAND,45.04097896,-68.20641297
W-144,SUNKHAZE STREAM - W-144,MILFORD,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,44.96682292,-68.58434728
W-145,GOOSE RIVER (UPPER MASON POND) - W-145,BELFAST,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.46115871,-69.00359860
W-146,SMITHS MILLPOND - W-146,MORRILL,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.43997487,-69.14808936
W-147,PLYMOUTH POND - W-147,PLYMOUTH,PENOBSCOT,KENNEBEC,WETLAND,WETLAND,44.75867721,-69.20524506
W-148,PLEASANT RIVER - W-148,COLUMBIA,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,44.69503426,-67.85098775
W-149,PASSADUMKEAG RIVER - W-149,T03 R01 NBPP,PENOBSCOT,PENOBSCOT,WETLAND,WETLAND,45.23901684,-68.22055114
W-150,BIG MUSQUASH STREAM - W-150,GRAND LAKE STREAM PLT,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.23235750,-67.67945931
W-151,DOG BROOK - W-151,PRINCETON,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.15080871,-67.52016233
W-152,LOWER PENKNIFE LAKE - W-152,ROBBINSTON,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.03630048,-67.20198585
W-153,UPPER BARN MEADOW - W-153,CALAIS,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.13501218,-67.28903253
W-154,UPPER MAGURREWOCK STREAM - W-154,CALAIS,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.13728686,-67.27458665
W-155,BOYDEN LAKE - W-155,ROBBINSTON,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,45.01611371,-67.18036073
W-156,GREAT WORKS POND  - W-156,EDMUNDS TWP,WASHINGTON,MAINE COASTAL,WETLAND,WETLAND,44.88150772,-67.27805198
W-157,JAMIE'S POND - W-157,MANCHESTER,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.27856997,-69.86357163
W-158,COBBOSSEECONTEE STREAM - W-158,LITCHFIELD,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.19438446,-69.89915048
W-159,MEDOMAK POND - W-159,WALDOBORO,LINCOLN,MAINE COASTAL,WETLAND,WETLAND,44.19740755,-69.37463805
W-160,NORTH POND - W-160,WARREN,KNOX,MAINE COASTAL,WETLAND,WETLAND,44.14367039,-69.28073842
W-161,CLARY LAKE - W-161,WHITEFIELD,LINCOLN,MAINE COASTAL,WETLAND,WETLAND,44.22331709,-69.57665854
W-162,DEAD WATER SLOUGH (UPSTREAM) - W-162,HIBBERTS GORE,LINCOLN,MAINE COASTAL,WETLAND,WETLAND,44.33003736,-69.43400602
W-163,TRUES POND - W-163,MONTVILLE,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.39112024,-69.28878036
W-164,WEST BRANCH COLD STREAM - W-164,CORNVILLE,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.81317422,-69.70996303
W-165,UNNAMED TRIBUTARY TO BEAVER BROOK - W-165,READFIELD,KENNEBEC,KENNEBEC,WETLAND,WETLAND,44.37790809,-69.93630214
W-166,UNNAMED TRIBUTARY TO BLACK BROOK - W-166,CARRYING PLACE TOWN TWP,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.22557127,-70.12730857
W-167,GILMAN POND - W-167,NEW PORTLAND,SOMERSET,KENNEBEC,WETLAND,WETLAND,44.94942723,-70.05365978
W-168,PEMAQUID RIVER - W-168,BRISTOL,LINCOLN,MAINE COASTAL,WETLAND,WETLAND,43.97133000,-69.50574400
W-169,STRATTON BROOK POND - W-169,WYMAN TWP,FRANKLIN,KENNEBEC,WETLAND,WETLAND,45.11135491,-70.32490999
W-170,BAKER POND - W-170,T05 R06 BKP WKR,SOMERSET,KENNEBEC,WETLAND,WETLAND,45.39535594,-70.37484921
W-171,UNNAMED TRIBUTARY TO LONG CREEK (BLANCHETTE BROOK) - W-171,WESTBROOK,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.64662201,-70.36404657
W-172,NASON'S BROOK (SAUNDER'S WAY) - W-172,WESTBROOK,CUMBERLAND,SACO,WETLAND,WETLAND,43.67424402,-70.34002495
W-173,UNNAMED TRIBUTARY TO NASON'S BROOK - W-173,WESTBROOK,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.66601712,-70.33560057
W-174,HIGHLAND AVENUE (MTA) - W-174,SCARBOROUGH,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.60047017,-70.29121801
W-175,NEW DAM ROAD (MTA) - W-175,SANFORD,YORK,SACO,WETLAND MITIGATION,WETLAND,43.42783342,-70.71497812
W-176,LORD'S BROOK POND - W-176,LYMAN,YORK,SACO,WETLAND,WETLAND,43.49541928,-70.62233016
W-177,MIDDLE RANGE POND - W-177,POLAND,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.01618341,-70.38520996
W-178,BOG BROOK (MINOT) - W-178,MINOT,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.14191183,-70.39073307
W-179,UNNAMED STREAM (TOPSHAM 4) - W-179,TOPSHAM,SAGADAHOC,ANDROSCOGGIN,WETLAND MITIGATION,WETLAND,43.93496768,-69.98242177
W-180,ANDROSCOGGIN RIVER WETLAND- W-180,BRUNSWICK,CUMBERLAND,ANDROSCOGGIN,WETLAND MITIGATION,WETLAND,43.93416089,-69.88873817
W-181,LARABEE FARMS - W-181,SCARBOROUGH,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.62725350,-70.38692487
W-182,HOME DEPOT - W-182,PORTLAND,CUMBERLAND,SACO,WETLAND MITIGATION,WETLAND,43.68464099,-70.32538310
W-183,STETSON BROOK - W-183,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.12422100,-70.19124100
W-184,SABATTUS INTERCHANGE - W-184,SABATTUS,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND MITIGATION,WETLAND,44.10500925,-70.08901319
W-185,LOWER RANGE POND - W-185,POLAND,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.04070275,-70.37203139
W-186,TRIBUTARY TO TAYLOR BROOK - W-186,AUBURN,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.08370826,-70.25818651
W-187,BRETTUN'S POND SOUTH - W-187,LIVERMORE,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.38578499,-70.24443849
W-188,SABATTUS RIVER - W-188,SABATTUS,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.11873005,-70.11053274
W-189,OTTER BROOK- W-189,BETHEL,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.47563200,-70.70685000
W-190,WASHBURN POND - W-190,SUMNER,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.42023930,-70.52280494
W-191,LITTLE LABRADOR POND - W-191,SUMNER,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.38611545,-70.41517507
W-192,PICKEREL POND - W-192,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.27299740,-70.27100140
W-193,LILY POND - W-193,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,WETLAND,WETLAND,44.24132600,-70.26774400
W-194,PAINE POND - W-194,PARIS,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.26525987,-70.55449431
W-195,BIRD POND - W-195,NORWAY,OXFORD,ANDROSCOGGIN,WETLAND,WETLAND,44.24645115,-70.55494652
W-196,HIDDEN LOGAN - W-196,RANGELEY,FRANKLIN,ANDROSCOGGIN,WETLAND,WETLAND,45.00833370,-70.70560692
W-197,CRANBERRY POND - W-197,FAYETTE,KENNEBEC,ANDROSCOGGIN,WETLAND,WETLAND,44.45516404,-70.03957975
W-198,ROBINSON DAM POND - W-198,BLAINE,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.47531700,-67.84075300
W-199,NIGHTINGALE POND - W-199,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.73479389,-67.82251661
W-200,PRESTILE STREAM TRIBUTARY - W-200,EASTON,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.66522092,-67.89779575
W-201,FISCHER LAKE - W-201,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.71067871,-67.80914054
W-202,MALISEET POND - W-202,LITTLETON,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.20141910,-67.79535260
W-203,MARS HILL DAM POND - W-203,MARS HILL,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.52104782,-67.86614003
W-204,EASTON POND - W-204,EASTON,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.64624617,-67.91200781
W-205,LINDSAY LAKE - W-205,EASTON,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.67495869,-67.79580976
W-206,MONSON POND - W-206,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.70578700,-67.80053000
W-207,DUDLEY BROOK POND - W-207,CHAPMAN,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.65851165,-68.16327197
W-208,DAIGLE POND WEST - W-208,NEW CANADA,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,47.19242800,-68.47593600
W-209,LITTLE MADAWASKA RIVER - W-209,NEW SWEDEN,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,47.01196031,-68.11440652
W-210,ECHO LAKE - W-210,PRESQUE ISLE,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.62215427,-68.00991081
W-211,CARPENTER BROOK - W-211,LYMAN,YORK,SACO,WETLAND,WETLAND,43.52453407,-70.70103238
W-212,TRAFTON LAKE - W-212,LIMESTONE,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.88663118,-67.84662342
W-213,VIOLETTE LAKE - W-213,CYR PLT,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,47.13230055,-67.99151403
W-214,VIOLETTE POND - W-214,T17 R03 WELS,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,47.18289412,-68.12552107
W-215,MARTIN BROOK - W-215,CASWELL,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,47.04234223,-67.88828208
W-216,WINSLOW LAKE TRIBUTARY - W-216,MARS HILL,AROOSTOOK,ST. JOHN,WETLAND,WETLAND,46.52694797,-67.90043468
W-217,ALEWIFE POND - W-217,KENNEBUNK,YORK,SACO,WETLAND,WETLAND,43.43686539,-70.60566919
W-218,NEOUTEQUET RIVER - W-218,NORTH BERWICK,YORK,SACO,WETLAND,WETLAND,43.30471589,-70.74207959
W-219,GREAT WORKS RIVER - W-219,NORTH BERWICK,YORK,SACO,WETLAND,WETLAND,43.31131989,-70.73491879
W-220,STURGEON CREEK - W-220,ELIOT,YORK,SACO,WETLAND,WETLAND,43.14514604,-70.78453489
W-221,UNNAMED TRIBUTARY TO WORSTER BROOK - W-221,BERWICK,YORK,SACO,WETLAND,WETLAND,43.29682723,-70.82393159
W-222,SONGO POND INLET - W-222,BETHEL,OXFORD,SACO,WETLAND,WETLAND,44.37539109,-70.81155578
W-223,WALKER BROOK - W-223,ALBANY TWP,OXFORD,SACO,WETLAND,WETLAND,44.35441436,-70.81417960
W-224,CAPISIC POND - W-224,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.66650703,-70.30762598
W-225,SUCKER BROOK (MORGAN MEADOW WMA) - W-225,RAYMOND,CUMBERLAND,SACO,WETLAND,WETLAND,43.93650461,-70.39907695
W-226,WHIDDEN POND #2 - W-226,MT KATAHDIN TWP,PISCATAQUIS,PENOBSCOT,WETLAND,WETLAND,45.93886848,-68.87040048
W-227,WHIDDEN POND #1 - W-227,MT KATAHDIN TWP,PISCATAQUIS,PENOBSCOT,WETLAND,WETLAND,45.93363479,-68.86774964
W-228,SANDY STREAM POND - W-228,MT KATAHDIN TWP,PISCATAQUIS,PENOBSCOT,WETLAND,WETLAND,45.92694977,-68.85460208
W-229,DUTTON POND - W-229,KNOX,WALDO,MAINE COASTAL,WETLAND,WETLAND,44.48289246,-69.15426208
