Station Number,Station,Town,County,Major Drainage,Site Type,Sample Type,Latitude,Longitude
S-1028,MEDUXNEKEAG RIVER - STATION 1028,HOULTON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.10024424,-67.89813542
S-1029,SUITTER BROOK - STATION 1029,LITTLETON,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.18694289,-67.82191358
S-1030,UNNAMED BROOK (MADAWASKA) - STATION 1030,MADAWASKA,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,47.21667469,-68.23448944
S-1030,UNNAMED BROOK (MADAWASKA) - STATION 1030,MADAWASKA,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,47.21667469,-68.23448944
S-1031,WILLIAMS BROOK - STATION 1031,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.61075746,-67.93378745
S-1031,WILLIAMS BROOK - STATION 1031,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.61075746,-67.93378745
S-1032,KENNEBEC RIVER - STATION 1032,SOLON,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.95766000,-69.87064100
S-1033,LITTLE ANDROSCOGGIN RIVER - STATION 1033,MINOT,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.08450289,-70.32164810
S-1033,LITTLE ANDROSCOGGIN RIVER - STATION 1033,MINOT,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.08450289,-70.32164810
S-1034,SOUTH BOG STREAM - STATION 1034,RANGELEY PLT,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.91397629,-70.70625220
S-1035,OTTER BROOK - STATION 1035,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.87295339,-67.98519012
S-1036,BITHER BROOK - STATION 1036,NEW LIMERICK,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.10096645,-67.96083305
S-1037,COLLAR BROOK - STATION 1037,GREAT POND,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.95496791,-68.27513457
S-1038,FISH BROOK - STATION 1038,FAIRFIELD,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.59860500,-69.65621300
S-1039,CAPISIC BROOK - STATION 1039,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68430100,-70.31399900
S-1040,TROUT BROOK - STATION 1040,CAPE ELIZABETH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.61978200,-70.24916900
S-1041,BEAR BROOK - STATION 1041,SACO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.50364400,-70.41607800
S-1042,SARGENT BROOK - STATION 1042,MOUNT DESERT,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.35030700,-68.29020400
S-1043,PENOBSCOT RIVER - STATION 1043,MATTAWAMKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.56828500,-68.40532199
S-1044,CAPEHART BROOK - STATION 1044,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.84560000,-68.81430000
S-1045,PENJAJAWOC STREAM - STATION 1045,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.83190000,-68.74396000
S-1046,UNNAMED STREAM (BINGHAM) - STATION 1046,BINGHAM,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.07830000,-69.77380000
S-1047,UNNAMED STREAM (MOSCOW) - STATION 1047,MOSCOW,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.09320000,-69.79530000
S-1048,UNNAMED STREAM (OSBORN) - STATION 1048,OSBORN,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74400000,-68.20510000
S-1049,UNNAMED STREAM (MAYFIELD TWP) - STATION 1049,MAYFIELD TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.09480000,-69.73220000
S-1050,UNNAMED STREAM (KINGSBURY PLT) - STATION 1050,KINGSBURY PLT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.16860000,-69.65600000
S-1051,UNION RIVER - STATION 1051,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.58964400,-68.44118900
S-1052,FALL BROOK - UNNAMED TRIBUTARY - STATION 1052,BINGHAM,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.06396000,-69.77852200
S-1053,KINGMAN BROOK - STATION 1053,OSBORN,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78680000,-68.22430000
S-1054,JOHN'S BROOK - STATION 1054,OSBORN,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78493800,-68.24478700
S-1055,JOHN'S BROOK - UNNAMED TRIBUTARY - STATION 1055,OSBORN,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78635500,-68.23680200
S-1056,LEIGHTON BROOK - UNNAMED TRIBUTARY - STATION 1056,OSBORN,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.81143600,-68.24617500
S-1057,BIGELOW BROOK - STATION 1057,MAYFIELD TWP,SOMERSET,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.12148400,-69.70755700
S-1058,BOTTLE BROOK - STATION 1058,KINGSBURY PLT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.14848600,-69.63304600
S-1059,BOG BROOK - UNNAMED TRIBUTARY - STATION 1059,KINGSBURY PLT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.17891300,-69.65285100
S-1060,BOTTLE BROOK - STATION 1060,KINGSBURY PLT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.16260000,-69.64550000
S-1061,BIGELOW BROOK - UNNAMED TRIBUTARY - STATION 1061,MAYFIELD TWP,SOMERSET,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.14150000,-69.69350000
S-1062,BEAR RIVER - STATION 1062,GRAFTON TWP,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.57134999,-70.90448330
S-1063,WIGHT BROOK - STATION 1063,NEWRY,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.57448299,-70.86826670
S-1064,MARE BROOK - STATION 1064,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.90038000,-69.97186000
S-1065,GOOSEFARE BROOK - STATION 1065,SACO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.51825000,-70.41859000
S-1066,PHILLIPS BROOK - STATION 1066,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.57284000,-70.39205000
S-1067,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1067,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74842800,-70.53781000
S-1068,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1068,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74778300,-70.53755800
S-1069,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1069,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74721100,-70.53727000
S-1070,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1070,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74698800,-70.53710300
S-1071,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1071,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74655800,-70.53689300
S-1072,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1072,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74504200,-70.53519000
S-1073,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1073,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74495800,-70.53538600
S-1074,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1074,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74470600,-70.53403900
S-1075,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1075,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.73404400,-70.53350600
S-1076,NORTH BRANCH LITTLE RIVER - UNNAMED TRIBUTARY - STATION 1076,STANDISH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.74956900,-70.53530600
S-1077,ARCTIC BROOK - STATION 1077,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.81964900,-68.77796000
S-1078,ARCTIC BROOK - STATION 1078,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82846800,-68.77672400
S-1079,PENJAJAWOC STREAM - STATION 1079,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82732200,-68.74119500
S-1080,UNION RIVER - STATION 1080,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.58646900,-68.44207500
S-1081,UNION RIVER - STATION 1081,ELLSWORTH,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.56716400,-68.44327500
S-1082,LITTLE ANDROSCOGGIN RIVER - STATION 1082,AUBURN,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.08902800,-70.22794000
S-1083,LITTLE ANDROSCOGGIN RIVER - STATION 1083,AUBURN,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.08835000,-70.22481000
S-1084,COBBOSSEECONTEE STREAM - STATION 1084,GARDINER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.22242800,-69.78582000
S-1085,COBBOSSEECONTEE STREAM - STATION 1085,GARDINER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.22412200,-69.78528000
S-1086,FELTS BROOK - STATION 1086,BREWER,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.80833300,-68.73916600
S-1087,PENOBSCOT RIVER - STATION 1087,OLD TOWN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93868300,-68.64353300
S-1088,PENOBSCOT RIVER - STATION 1088,OLD TOWN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93040000,-68.64080000
S-1089,PENOBSCOT RIVER - STATION 1089,BRADLEY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92270000,-68.63378300
S-1090,PENOBSCOT RIVER - STATION 1090,BRADLEY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.91969400,-68.63094400
S-1091,PENOBSCOT RIVER - STATION 1091,ORONO,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.87119500,-68.66983100
S-1092,PENOBSCOT RIVER - STATION 1092,EDDINGTON,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.84122200,-68.69830600
S-1093,PENOBSCOT RIVER - STATION 1093,VEAZIE,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.82644400,-68.69713900
S-1094,NARRAMISSIC RIVER - STATION 1094,ORLAND,HANCOCK,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.59252778,-68.72258333
S-1095,PETERS BROOK - STATION 1095,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.41527800,-68.57055600
S-1096,LITTLE PETERS BROOK - STATION 1096,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.41444000,-68.57250000
S-1097,MCFARLAND BROOK - STATION 1097,TRENTON,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.43798000,-68.39262000
S-1098,PASSADUMKEAG RIVER - STATION 1098,GRAND FALLS TWP,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.16599000,-68.29267000
S-1099,SCHOODIC BROOK - STATION 1099,CHERRYFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.68489000,-67.95044000
S-1100,GREAT MARSH STREAM - STATION 1100,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.63254000,-67.83253000
S-1101,TROUT BROOK - STATION 1101,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.63485000,-67.82922000
S-1102,NORTHEAST BROOK - STATION 1102,DEVEREAUX TWP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.88820000,-67.98618000
S-1103,PHILLIPS BROOK - STATION 1103,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.57002000,-70.39580500
S-1104,LITTLE ANDROSCOGGIN RIVER - STATION 1104,MINOT,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.08676300,-70.32997400
S-1105,LITTLE OSSIPEE RIVER - STATION 1105,LIMINGTON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.66543100,-70.72206500
S-1106,OSSIPEE RIVER - STATION 1106,PARSONSFIELD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.80931700,-70.87796100
S-1107,OSSIPEE RIVER - STATION 1107,PARSONSFIELD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.81000600,-70.88015900
S-1108,OSSIPEE RIVER - STATION 1108,PARSONSFIELD,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.80933400,-70.88329900
S-1109,KENNEBEC RIVER - STATION 1109,FAIRFIELD,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.62855000,-69.58123000
S-1111,MOOSE BROOK - STATION 1111,BIG MOOSE TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,45.48511000,-69.67185000
S-1111,MOOSE BROOK - STATION 1111,BIG MOOSE TWP,PISCATAQUIS,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.48511000,-69.67185000
S-1113,STONEY BROOK - STATION 1113,WYMAN TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.10837000,-70.36888000
S-1114,STRATTON BROOK - STATION 1114,WYMAN TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.11318000,-70.35150000
S-1115,CREAMER BROOK - STATION 1115,T19 ED BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.97113000,-67.50932400
S-1116,RICHARDSON BROOK - STATION 1116,T19 ED BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92616097,-67.49302299
S-1117,RICHARDSON BROOK - STATION 1117,T19 ED BPP,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92615904,-67.49053298
S-1118,HART BROOK - STATION 1118,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.07681667,-70.17625000
S-1119,HART BROOK - STATION 1119,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.07467000,-70.18876667
S-1120,HART BROOK - STATION 1120,LEWISTON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.06606667,-70.20150000
S-1121,WILLOWDALE BROOK - STATION 1121,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.58483300,-70.35599000
S-1122,WILLOWDALE BROOK - STATION 1122,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.58813600,-70.35537000
S-1123,WILLOWDALE BROOK - STATION 1123,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.60152000,-70.36186600
S-1124,MILL BROOK - STATION 1124,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.58669900,-70.34970200
S-1125,MILL BROOK - STATION 1125,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.59972500,-70.33693400
S-1126,NORTON BROOK - STATION 1126,FALMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.73526600,-70.22315900
S-1127,SHAW BROOK - STATION 1127,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.80425000,-68.84185278
S-1134,GREAT MARSH STREAM - UNNAMED TRIBUTARY - STATION 1134,CHERRYFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.64463000,-67.87866400
S-1135,GREAT MARSH STREAM - UNNAMED TRIBUTARY - STATION 1135,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.66641000,-67.87712700
S-1136,GREAT MARSH STREAM - UNNAMED TRIBUTARY - STATION 1136,COLUMBIA,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.66662100,-67.86884900
S-1137,GOOSE RIVER - STATION 1137,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.43759873,-68.99482955
S-1138,GOOSE RIVER - STATION 1138,BELFAST,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.43737548,-68.99427320
S-1139,ELLIS RIVER - STATION 1139,RUMFORD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53502000,-70.67345000
S-1140,ELLIS RIVER - STATION 1140,RUMFORD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53292700,-70.67560000
S-1141,TWITCHELL BROOK - STATION 1141,GREENWOOD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.32602000,-70.62547000
S-1141,TWITCHELL BROOK - STATION 1141,GREENWOOD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32602000,-70.62547000
S-1142,TUMBLEDOWN BROOK - STATION 1142,WELD,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.71119000,-70.49595000
S-1142,TUMBLEDOWN BROOK - STATION 1142,WELD,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.71119000,-70.49595000
S-1146,DUCKTRAP RIVER - STATION 1146,LINCOLNVILLE,WALDO,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32857000,-69.05995000
S-1147,HALL BROOK - STATION 1147,THORNDIKE,WALDO,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.58213000,-69.27881000
S-1148,WASSATAQUOIK STREAM - STATION 1148,T03 R08 WELS,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.94380100,-68.72958600
S-1149,BEAVERDAM STREAM - STATION 1149,WESLEY,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.98169100,-67.64013900
S-1150,SALMON FALLS RIVER - STATION 1150,SOUTH BERWICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.23547900,-70.81658300
S-1151,SACO RIVER - STATION 1151,BALDWIN,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.85028800,-70.79268400
S-1152,ALDER STREAM - STATION 1152,ALDER STREAM TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.22975780,-70.64766090
S-1153,LITTLE ALDER STREAM - STATION 1153,ALDER STREAM TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.26599300,-70.62645700
S-1154,NORTH BRANCH DEAD RIVER - STATION 1154,ALDER STREAM TWP,FRANKLIN,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.30143009,-70.60319000
W-001,MEADOW BROOK (NEW GLOUCESTER) - W-001,NEW GLOUCESTER,CUMBERLAND,SACO,WETLAND,WETLAND,43.97091354,-70.24437214
W-002,UNNAMED TRIBUTARY TO ROYAL RIVER - W-002,NEW GLOUCESTER,CUMBERLAND,SACO,WETLAND,WETLAND,43.93834689,-70.26798985
W-003,EAST BRANCH CHANDLER RIVER - W-003,DURHAM,ANDROSCOGGIN,SACO,WETLAND,WETLAND,43.94942837,-70.13052206
W-004,GRAY MEADOW (PLEASANT RIVER) - W-004,GRAY,CUMBERLAND,SACO,WETLAND,WETLAND,43.87236080,-70.32548290
W-005,GRAY MEADOW (WIGGINS BROOK) - W-005,GRAY,CUMBERLAND,SACO,WETLAND,WETLAND,43.87029263,-70.32508037
W-006,ALLEN BOG SITE A - W-006,GRAY,CUMBERLAND,SACO,WETLAND,WETLAND,43.86666976,-70.37774002
W-007,UNNAMED TRIBUTARY TO SEBAGO LAKE - W-007,STANDISH,CUMBERLAND,SACO,WETLAND,WETLAND,43.77958591,-70.55061883
W-008,SONGO POND INLET - W-008,BETHEL,OXFORD,SACO,WETLAND,WETLAND,44.37609472,-70.81259047
W-009,WALKER BROOK - W-009,ALBANY TWP,OXFORD,SACO,WETLAND,WETLAND,44.35599280,-70.81585425
W-010,NASON'S BROOK - W-010,WESTBROOK,CUMBERLAND,SACO,WETLAND,WETLAND,43.67129849,-70.33628638
W-011,BARBERRY CREEK - W-011,SOUTH PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.63038955,-70.27851119
W-012,MARINER POND OUTLET - W-012,SEBAGO,CUMBERLAND,SACO,WETLAND,WETLAND,43.89395085,-70.69516935
W-013,NORTHWEST RIVER - W-013,SEBAGO,CUMBERLAND,SACO,WETLAND,WETLAND,43.90056495,-70.67971163
W-014,UNNAMED TRIBUTARY TO PRESUMPSCOT RIVER - W-014,WESTBROOK,CUMBERLAND,SACO,WETLAND,WETLAND,43.69197210,-70.34583703
W-015,WATERFOWL MARSH - W-015,ALBANY TWP,OXFORD,SACO,WETLAND,WETLAND,44.31779578,-70.82247258
W-016,CROOKED RIVER (BACKWATER) - W-016,WATERFORD,OXFORD,SACO,WETLAND,WETLAND,44.19656898,-70.64920941
W-017,MUD POND (ALBANY TWP) - W-017,ALBANY TWP,OXFORD,SACO,WETLAND,WETLAND,44.24132009,-70.77937563
W-018,BLACK POND OUTLET - W-018,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.14255613,-70.79726887
W-019,DUCK POND BROOK - W-019,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.13151312,-70.78235986
W-020,UNNAMED TRIBUTARY TO POWERS BROOK - W-020,SWEDEN,OXFORD,SACO,WETLAND,WETLAND,44.12360791,-70.76638015
W-021,OTTER POND - W-021,BRIDGTON,CUMBERLAND,SACO,WETLAND,WETLAND,44.02735878,-70.67729421
W-022,UNNAMED TRIBUTARY TO HOLT POND - W-022,BRIDGTON,CUMBERLAND,SACO,WETLAND,WETLAND,43.97898971,-70.68699072
W-023,CAPISIC POND (INLET) - W-023,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.66775943,-70.30709431
W-024,UNNAMED TRIBUTARY TO PRESUMPSCOT RIVER - W-024,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.69848473,-70.32272009
W-025,DOLE BROOK - W-025,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.71857366,-70.31236900
W-026,DOLE BROOK - W-026,PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.70821984,-70.30820423
W-027,HEAD OF LONG CREEK - W-027,SOUTH PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.63605069,-70.34891635
W-028,LONG CREEK (BELOW GANNETT DR) - W-028,SOUTH PORTLAND,CUMBERLAND,SACO,WETLAND,WETLAND,43.64165218,-70.35522508
W-029,MEADOW BROOK (NEW GLOUCESTER) - W-029,NEW GLOUCESTER,CUMBERLAND,SACO,WETLAND,WETLAND,43.95889279,-70.26165333
W-030,GRAY MEADOW (WIGGINS BROOK) - W-030,GRAY,CUMBERLAND,SACO,WETLAND,WETLAND,43.87002625,-70.32223726
W-031,UNNAMED TRIBUTARY TO RUNAROUND POND - W-031,DURHAM,ANDROSCOGGIN,SACO,WETLAND,WETLAND,43.95647695,-70.16591706
W-032,HOLT POND - W-032,BRIDGTON,CUMBERLAND,SACO,WETLAND,WETLAND,43.97792736,-70.67871016
W-033,SUCKER BROOK (MORGAN MEADOW WMA) - W-033,RAYMOND,CUMBERLAND,SACO,WETLAND,WETLAND,43.93874800,-70.39959308
